,date,open,close,high,low,volume,code
135,2013-07-31,138.33,138.32,138.33,138.31,47117.0,sh000012
136,2013-08-01,138.33,138.33,138.33,138.33,42499.0,sh000012
137,2013-08-02,138.35,138.34,138.35,138.34,57508.0,sh000012
138,2013-08-05,138.38,138.38,138.38,138.37,38206.0,sh000012
139,2013-08-06,138.39,138.4,138.4,138.39,31118.0,sh000012
140,2013-08-07,138.42,138.42,138.42,138.41,22832.0,sh000012
141,2013-08-08,138.43,138.4,138.43,138.39,159529.0,sh000012
142,2013-08-09,138.41,138.4,138.41,138.4,72142.0,sh000012
143,2013-08-12,138.44,138.44,138.44,138.43,22005.0,sh000012
144,2013-08-13,138.45,138.44,138.45,138.44,33049.0,sh000012
145,2013-08-14,138.46,138.46,138.47,138.45,15571.0,sh000012
146,2013-08-15,138.47,138.45,138.47,138.45,15094.0,sh000012
147,2013-08-16,138.46,138.46,138.47,138.45,39840.0,sh000012
148,2013-08-19,138.5,138.5,138.5,138.49,25946.0,sh000012
149,2013-08-20,138.51,138.5,138.51,138.5,25269.0,sh000012
150,2013-08-21,138.51,138.52,138.53,138.51,27844.0,sh000012
151,2013-08-22,138.53,138.54,138.54,138.53,6192.0,sh000012
152,2013-08-23,138.55,138.46,138.56,138.35,19916.0,sh000012
153,2013-08-26,138.51,138.51,138.51,138.5,31880.0,sh000012
154,2013-08-27,138.52,138.55,138.55,138.52,11263.0,sh000012
155,2013-08-28,138.56,138.61,138.62,138.55,23167.0,sh000012
156,2013-08-29,138.62,138.62,138.63,138.62,7305.0,sh000012
157,2013-08-30,138.63,138.65,138.65,138.63,16317.0,sh000012
158,2013-09-02,138.68,138.51,138.69,138.48,22286.0,sh000012
159,2013-09-03,138.52,138.48,138.52,138.48,27477.0,sh000012
160,2013-09-04,138.49,138.51,138.51,138.48,66961.0,sh000012
161,2013-09-05,138.52,138.52,138.54,138.52,36142.0,sh000012
162,2013-09-06,138.54,138.53,138.54,138.52,66051.0,sh000012
163,2013-09-09,138.57,138.57,138.57,138.56,71840.0,sh000012
164,2013-09-10,138.58,138.53,138.59,138.5,57258.0,sh000012
165,2013-09-11,138.55,138.47,138.55,138.47,38942.0,sh000012
166,2013-09-12,138.49,138.49,138.51,138.49,23227.0,sh000012
167,2013-09-13,138.5,138.49,138.5,138.49,60011.0,sh000012
168,2013-09-16,138.53,138.52,138.53,138.52,30890.0,sh000012
169,2013-09-17,138.53,138.47,138.53,138.46,83299.0,sh000012
170,2013-09-18,138.49,138.48,138.49,138.48,75207.0,sh000012
171,2013-09-23,138.55,138.54,138.56,138.54,113223.0,sh000012
172,2013-09-24,138.56,138.58,138.59,138.56,49222.0,sh000012
173,2013-09-25,138.59,138.6,138.61,138.59,57209.0,sh000012
174,2013-09-26,138.62,138.62,138.62,138.61,34788.0,sh000012
175,2013-09-27,138.63,138.62,138.64,138.61,25435.0,sh000012
176,2013-09-30,138.65,138.65,138.66,138.62,38918.0,sh000012
177,2013-10-08,138.76,138.75,138.76,138.75,15042.0,sh000012
