,date,open,close,high,low,volume,code
135,2013-07-31,2000.79,1993.8,2015.47,1987.88,70160603.0,sh000001
136,2013-08-01,2000.82,2029.07,2029.93,1997.06,91256686.0,sh000001
137,2013-08-02,2039.51,2029.42,2047.08,2025.65,93592767.0,sh000001
138,2013-08-05,2031.72,2050.48,2050.91,2025.23,85517968.0,sh000001
139,2013-08-06,2043.65,2060.5,2066.74,2034.96,105580975.0,sh000001
140,2013-08-07,2056.37,2046.78,2069.56,2043.75,107712594.0,sh000001
141,2013-08-08,2044.44,2044.9,2058.56,2037.25,84133290.0,sh000001
142,2013-08-09,2052.24,2052.24,2061.71,2030.13,95316423.0,sh000001
143,2013-08-12,2058.42,2101.28,2102.35,2055.72,135128974.0,sh000001
144,2013-08-13,2101.32,2106.16,2106.4,2093.8,117708875.0,sh000001
145,2013-08-14,2109.23,2100.14,2122.97,2093.04,114437802.0,sh000001
146,2013-08-15,2099.28,2081.88,2108.41,2079.97,99396656.0,sh000001
147,2013-08-16,2075.98,2068.45,2198.85,2061.65,153063326.0,sh000001
148,2013-08-19,2055.13,2085.6,2091.13,2052.7,97446783.0,sh000001
149,2013-08-20,2081.97,2072.59,2098.98,2066.07,107381773.0,sh000001
150,2013-08-21,2076.27,2072.96,2076.32,2056.91,87445991.0,sh000001
151,2013-08-22,2069.31,2067.12,2083.33,2062.37,90928307.0,sh000001
152,2013-08-23,2075.93,2057.46,2079.85,2029.36,112426351.0,sh000001
153,2013-08-26,2061.42,2096.47,2097.34,2056.13,119932652.0,sh000001
154,2013-08-27,2095.44,2103.57,2105.38,2090.43,126341966.0,sh000001
155,2013-08-28,2092.31,2101.3,2113.82,2080.86,161392026.0,sh000001
156,2013-08-29,2108.44,2097.23,2110.89,2088.24,133268219.0,sh000001
157,2013-08-30,2097.22,2098.38,2114.39,2089.09,170075649.0,sh000001
158,2013-09-02,2104.09,2098.45,2108.68,2078.46,149158524.0,sh000001
159,2013-09-03,2100.45,2123.11,2123.85,2095.46,138893175.0,sh000001
160,2013-09-04,2121.68,2127.62,2133.0,2115.75,142000386.0,sh000001
161,2013-09-05,2125.25,2122.43,2127.85,2115.24,126544104.0,sh000001
162,2013-09-06,2119.33,2139.99,2143.24,2119.02,143260660.0,sh000001
163,2013-09-09,2151.35,2212.52,2218.53,2151.35,219427086.0,sh000001
164,2013-09-10,2214.81,2237.98,2238.55,2202.82,237206649.0,sh000001
165,2013-09-11,2244.96,2241.27,2258.07,2233.0,244349455.0,sh000001
166,2013-09-12,2236.17,2255.6,2270.27,2226.29,209715110.0,sh000001
167,2013-09-13,2251.46,2236.22,2259.42,2228.48,171984229.0,sh000001
168,2013-09-16,2244.46,2231.4,2248.47,2226.17,154884020.0,sh000001
169,2013-09-17,2230.39,2185.56,2230.93,2184.92,154542555.0,sh000001
170,2013-09-18,2185.94,2191.85,2195.9,2172.04,115111887.0,sh000001
171,2013-09-23,2199.36,2221.04,2223.07,2198.34,133174858.0,sh000001
172,2013-09-24,2219.47,2207.53,2219.54,2187.24,160415055.0,sh000001
173,2013-09-25,2206.23,2198.51,2217.97,2193.72,160212762.0,sh000001
174,2013-09-26,2192.23,2155.81,2192.23,2154.72,140415346.0,sh000001
175,2013-09-27,2150.96,2160.03,2165.78,2149.59,105401788.0,sh000001
176,2013-09-30,2167.73,2174.67,2176.3,2165.16,92810081.0,sh000001
177,2013-10-08,2171.9,2198.2,2200.02,2161.49,126710203.0,sh000001
178,2013-10-09,2191.39,2211.77,2212.35,2185.18,130871737.0,sh000001
179,2013-10-10,2214.41,2190.93,2214.59,2186.48,149775896.0,sh000001
180,2013-10-11,2201.41,2228.15,2228.87,2200.53,156892176.0,sh000001
181,2013-10-14,2232.22,2237.77,2242.98,2226.4,165983386.0,sh000001
182,2013-10-15,2237.93,2233.41,2240.25,2221.14,153722825.0,sh000001
183,2013-10-16,2228.11,2193.07,2228.11,2183.4,154638637.0,sh000001
184,2013-10-17,2201.71,2188.54,2211.03,2183.25,126767944.0,sh000001
185,2013-10-18,2188.71,2193.78,2203.29,2184.36,103724631.0,sh000001
186,2013-10-21,2198.11,2229.24,2230.28,2190.39,136694408.0,sh000001
187,2013-10-22,2227.34,2210.65,2227.34,2204.24,149132831.0,sh000001
188,2013-10-23,2213.27,2183.11,2226.85,2177.73,146347090.0,sh000001
189,2013-10-24,2178.82,2164.32,2183.41,2159.87,103008953.0,sh000001
190,2013-10-25,2163.69,2132.96,2170.61,2122.68,113924520.0,sh000001
191,2013-10-28,2135.88,2133.87,2140.96,2123.07,88401322.0,sh000001
192,2013-10-29,2135.23,2128.86,2163.66,2093.2,143092811.0,sh000001
193,2013-10-30,2126.69,2160.46,2161.94,2121.84,119643362.0,sh000001
194,2013-10-31,2155.51,2141.61,2155.51,2137.47,108063020.0,sh000001
195,2013-11-01,2139.88,2149.56,2157.31,2132.63,89118477.0,sh000001
196,2013-11-04,2156.09,2149.63,2160.58,2143.21,76147941.0,sh000001
197,2013-11-05,2139.84,2157.24,2158.15,2124.84,91900031.0,sh000001
198,2013-11-06,2149.39,2139.61,2166.17,2138.78,100487344.0,sh000001
199,2013-11-07,2136.63,2129.4,2141.6,2119.19,81842610.0,sh000001
200,2013-11-08,2120.92,2106.13,2128.58,2103.51,83096859.0,sh000001
201,2013-11-11,2103.3,2109.47,2117.28,2093.63,69678299.0,sh000001
202,2013-11-12,2110.72,2126.77,2127.94,2108.4,79446731.0,sh000001
203,2013-11-13,2117.89,2087.94,2117.91,2086.01,88257094.0,sh000001
204,2013-11-14,2087.12,2100.51,2102.38,2078.99,83799373.0,sh000001
205,2013-11-15,2100.9,2135.83,2153.21,2100.79,125894520.0,sh000001
206,2013-11-18,2147.37,2197.22,2198.32,2143.77,157502714.0,sh000001
