stkcd,repdate,reptype,title,url
002946,2019-01-08,临时公告,新乳业(002946)_公司公告_新乳业：2017年第二次临时股东大会决议新浪财经_新浪网,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESZ_STOCK/2019/2019-1/2019-01-08/4977693.PDF
