stkcd,year,ind,grev,lev,roa,roegrate,peratio,soe,saction,lnassets,loss,ndts,complex
000926,2007,K70,0.361355,0.631368,0.062514,0.193561,23.990402,1,1,22.492470181881632,1,0.01983756629647306,0.3910635610308405
000926,2008,K70,-0.040802,0.503074,0.050535,0.658236,10.325845,0,0,22.69958302700007,1,0.016437554082503723,0.527143150936738
000926,2008,K70,-0.040802,0.503074,0.050535,0.658236,10.325845,1,0,22.69958302700007,1,0.016437554082503723,0.527143150936738
000926,2009,K70,0.279845,0.576379,0.040182,0.115829,25.642545,0,1,22.96878284677351,1,0.013744997914891534,0.4423042804121042
000926,2009,K70,0.279845,0.576379,0.040182,0.115829,25.642545,1,1,22.96878284677351,1,0.013744997914891534,0.4423042804121042
000926,2010,K70,0.37297,0.654483,0.041227,0.34089,18.653314,0,1,23.465914118665022,1,0.011024502435648252,0.4698531136139028
000926,2010,K70,0.37297,0.654483,0.041227,0.34089,18.653314,1,1,23.465914118665022,1,0.011024502435648252,0.4698531136139028
000926,2011,K70,-0.153751,0.658597,0.027512,0.394208,9.793053,0,0,23.81021934065997,1,0.009338707989160745,0.4095970997510952
000926,2011,K70,-0.153751,0.658597,0.027512,0.394208,9.793053,1,0,23.81021934065997,1,0.009338707989160745,0.4095970997510952
000926,2012,K70,0.311711,0.709026,0.02585,-0.008169,10.984405,0,1,23.96184483271419,1,0.008030765232039123,0.514534105865368
000926,2012,K70,0.311711,0.709026,0.02585,-0.008169,10.984405,1,1,23.96184483271419,1,0.008030765232039123,0.514534105865368
000926,2013,K70,0.227107,0.671665,0.0259,0.199806,7.444768,0,6,24.023204970651403,1,0.008103088903482991,0.5222046158406936
000926,2013,K70,0.227107,0.671665,0.0259,0.199806,7.444768,1,6,24.023204970651403,1,0.008103088903482991,0.5222046158406936
000926,2014,K70,-0.127402,0.720614,0.025559,-0.096735,10.731614,0,4,24.082903684742465,1,0.007465546687757509,0.4287086285305415
000926,2014,K70,-0.127402,0.720614,0.025559,-0.096735,10.731614,1,4,24.082903684742465,1,0.007465546687757509,0.4287086285305415
000926,2015,K70,0.200768,0.726055,0.016733,0.342238,19.613686,0,1,24.39690989611739,1,0.005569044547385333,0.46854245706054387
000926,2015,K70,0.200768,0.726055,0.016733,0.342238,19.613686,1,1,24.39690989611739,1,0.005569044547385333,0.46854245706054387
000926,2016,K70,0.30587,0.735414,0.01894,0.116424,15.036732,0,4,24.54180208132336,1,0.0050951802989713186,0.42520272661746067
000926,2016,K70,0.30587,0.735414,0.01894,0.116424,15.036732,1,4,24.54180208132336,1,0.0050951802989713186,0.42520272661746067
000927,2002,C36,0.218837,0.687159,-0.105792,-0.255703,-11.685802,1,3,22.750478129922705,0,0.04308531535009744,0.47093607772268453
000927,2003,C36,0.293507,0.643829,0.038646,0.110162,49.200712,1,3,22.725268115610262,1,0.0389273664272905,0.5027281322696355
000927,2004,C36,0.031095,0.660957,0.003767,0.026255,149.679035,1,4,22.800469009846953,1,0.04055326385606818,0.4023014662314463
000927,2005,C36,0.283271,0.598161,0.033881,0.094058,24.712707,1,2,22.720436391441297,1,0.03558859587580223,0.3146280850587028
000927,2006,C36,0.142525,0.535458,0.045587,0.113193,26.080988,1,1,22.682668954241738,1,0.03450544914684549,0.18000808936504128
000927,2007,C36,-0.038767,0.509565,0.035089,0.032043,92.709457,1,1,22.659968572134524,1,0.03990934679500036,0.14753367128830508
000927,2008,C36,-0.067087,0.548791,0.013919,-0.024979,58.719757,1,0,22.71803424322692,1,0.03068317596459137,0.11507071367520202
000927,2009,C36,0.1769,0.56899,0.02316,0.048337,106.323946,1,1,22.811037874740357,1,0.02851549215300304,0.1043486378738941
000927,2010,C36,0.154537,0.599902,0.035254,0.044777,43.015321,1,1,22.92926437240253,1,0.03786868185574699,0.09188062575428814
000927,2011,C36,0.006319,0.597846,0.012336,0.017853,86.475566,1,0,22.941832621394703,1,0.045058254942136854,0.08548205580096324
000927,2012,C36,-0.246318,0.588348,0.004187,0.001281,208.627316,1,1,22.919770988669182,1,0.053504497385148266,0.08586287156643772
000927,2013,C36,-0.250362,0.608099,-0.055508,-0.133009,-11.974212,1,6,22.82621435777733,0,0.06660373084003138,0.08278302187873443
000927,2014,C36,-0.425358,0.772247,-0.22114,-0.517238,-6.359989,1,4,22.640730010545848,0,0.0750579421527084,0.10077313680465726
000927,2015,C36,0.053417,0.734626,0.002989,0.011095,623.295479,1,1,22.49888244346266,1,0.08681932873481944,0.08339558561054518
000927,2016,C36,-0.405022,0.633119,0.030697,0.102759,58.951432,1,4,22.27280202497327,1,0.05394669826993815,0.09149292039103751
000928,2002,C30,0.011744,0.618906,-0.009599,0.009889,-60.539331,1,3,21.778399252284952,0,0.017436380724285987,0.482734371153123
000928,2003,C30,0.094019,0.66796,-0.000459,-0.036188,-1019.799915,1,3,21.8793299487576,0,0.01684466875659647,0.5970997567887468
000928,2004,C30,0.305125,0.711792,-0.076776,-0.219456,-3.602479,1,4,21.77313774590582,0,0.02331045636061277,0.6086896004821573
000928,2005,C30,0.084588,0.753235,-0.068822,-0.22879,-4.76837,1,2,21.66859158497809,0,0.02523378187594035,0.5960817143298156
000928,2006,C30,0.0615,0.568279,0.002524,0.495784,230.07249,1,1,21.51189860419872,1,0.03220615865427123,0.5440323741953905
000928,2007,C30,0.383095,0.588505,0.001604,0.157726,660.967695,1,1,21.706338366056787,1,0.021059461798168012,0.4240523905825376
000928,2008,C30,0.200794,0.636792,0.004696,-0.14779,91.746299,1,0,21.671239138348685,1,0.026949862401896105,0.5193543211016998
000928,2009,C30,-0.350646,0.591333,0.000868,0.086828,1120.406724,1,1,21.63657780430338,1,0.02935115446570475,0.45319124191422167
000928,2010,C30,0.126809,0.603012,0.002,-0.058475,813.732555,1,1,21.605317144900074,1,0.027408598048551256,0.529585429234464
000928,2011,C30,0.055262,0.621465,0.000658,-0.022684,2153.321019,1,0,21.629967875080816,1,0.02387950729310676,0.6078835890964203
000928,2012,C30,-0.093057,0.672924,-0.073077,-0.145284,-12.591072,1,1,21.619098749372878,0,0.026784435877256863,0.6228404012630887
000928,2013,C30,-0.043136,0.823536,-0.174401,-0.534591,-5.859434,1,6,21.471334584719184,0,0.030308665173638668,0.6568284708229797
000928,2014,C30,6.417792,0.774269,0.014244,5.483296,52.979727,1,4,23.094335672898637,1,0.004614430540458665,0.6425228309001848
000928,2015,E48,-0.084701,0.785506,0.039296,0.193006,23.951932,1,1,23.321874172482982,1,0.0011402508722151347,0.5784004185282049
000928,2016,E48,-0.031539,0.687014,0.038153,0.484208,23.617717,1,4,23.33887923847057,1,0.0010533320475018626,0.608575335668461
000929,2002,C15,0.151266,0.520619,0.001243,0.005459,1141.552267,0,3,20.426810648742446,1,0.0503248727470312,0.11759152283993472
000929,2003,C15,0.415693,0.580601,-0.020284,-0.035955,-44.64599,0,3,20.52386498768819,0,0.0482055914646742,0.1853248806659166
000929,2004,C15,0.734132,0.546843,0.016785,0.276446,43.670446,0,4,20.69052941961732,1,0.04136759950592259,0.18927566274482183
000929,2005,C15,0.423841,0.538342,0.031696,0.239959,13.923812,0,2,20.887022201255828,1,0.04102616321493764,0.17365377262100032
000929,2006,C15,0.211588,0.512964,0.038251,0.126883,17.064622,0,1,20.95296248812302,1,0.041881913202829475,0.16252346897047487
000929,2007,C15,0.085693,0.504226,0.027221,0.108815,74.488182,0,1,21.03847391535527,1,0.043641042066390114,0.2993129612675054
000929,2008,C15,0.233356,0.362843,0.047733,0.080337,15.427263,0,0,20.864850357416618,1,0.047822953472748175,0.21404266139798003
000929,2009,C15,-0.156022,0.353211,0.05668,0.066687,26.244969,0,1,20.91440308773718,1,0.04276495236842835,0.24403800180666924
000929,2010,C15,-0.094591,0.331106,0.101088,0.191441,16.843551,0,1,21.055962484277853,1,0.0351319061308196,0.2306944168323534
000929,2011,C15,-0.001977,0.267977,-0.00543,-0.013276,-144.977116,0,0,20.952410365524866,0,0.03717170571758908,0.2050926559898183
000929,2012,C15,0.061173,0.302385,0.033863,0.05494,25.632486,0,1,21.05403896588913,1,0.028590462534407553,0.23657202961341575
000929,2013,C15,0.087255,0.293266,0.032812,0.047347,33.394547,0,6,21.087311376883857,1,0.03109005617342579,0.2378947117276868
000929,2014,C15,-0.103601,0.277911,0.071632,0.084575,18.146725,0,4,21.147006341367508,1,0.025189398125421623,0.22132686600188922
000929,2015,C15,-0.117935,0.259101,0.05006,0.070089,NA,0,1,21.189031029822402,1,0.023649655660220058,0.23251087329919626
000929,2016,C15,-0.034768,0.241178,-0.01645,-0.021705,-139.931472,0,4,21.143183980268102,0,0.0203692384191758,0.19479175429787723
000930,2002,C14,0.405833,0.504621,0.041581,0.090866,20.716757,1,3,21.835160078663808,1,0.0202869235707182,0.10813086621341687
000930,2003,C14,0.290093,0.658292,0.026985,0.070292,21.396752,1,3,22.27445806302691,1,0.015482377388772985,0.12295128338077929
000930,2004,C14,0.420645,0.696938,0.02017,0.109306,19.874009,1,4,22.498212642927456,1,0.021709912515218293,0.1407383757382987
000930,2005,C14,0.483597,0.670606,0.023448,0.36184,23.259454,1,2,22.723731696332766,1,0.028034152477865372,0.16886347041022498
000930,2006,C14,0.34859,0.737125,-0.050715,-0.169994,-14.349474,1,1,22.76298622574389,0,0.03892582026747199,0.16751877966251302
000930,2007,C14,-0.050027,0.749944,0.00227,-0.053943,444.75087,1,1,22.75752631276932,1,0.03483711271634948,0.13331677485249047
000930,2008,C14,0.149282,0.717595,0.004557,0.064009,93.189947,1,0,22.69791218841965,1,0.030899160299199552,0.1471814530967785
000930,2009,C14,0.043555,0.653935,0.040066,0.151015,29.77233,1,1,22.635272697033894,1,0.03949974529741465,0.12294051758833664
000930,2010,C14,0.190816,0.624186,0.03965,0.111041,29.351852,1,1,22.658101401686686,1,0.03613771464529312,0.17413807432143877
000930,2011,C14,0.240331,0.546311,0.053931,0.129523,16.120504,1,0,22.591579532165127,1,0.04056945892295421,0.15755954817001622
000930,2012,C26,0.044462,0.552548,0.030212,0.04438,22.929933,1,1,22.648846327623346,1,0.037074706301663846,0.21436881055057186
000930,2013,C26,-0.050516,0.52781,0.007527,0.00794,81.588341,1,6,22.60294281222735,1,0.040879579361092544,0.1752457603237821
000930,2014,C26,-0.025432,0.547832,0.00471,0.003321,242.392609,1,4,22.649585033360886,1,0.0403367772151394,0.24345448189765273
000930,2015,C26,-0.097287,0.721373,-0.238955,-0.492958,-9.53475,1,1,22.45460444179599,0,0.049487253843258645,0.1867697659478365
000930,2016,C26,-0.13224,0.686142,0.024044,0.083927,97.279678,1,4,22.41612657021434,1,0.03125471444345485,0.1553745605752109
000931,2002,N78,-0.508449,0.725491,-0.025248,-0.120623,-30.06065,0,3,22.72465145486483,0,0.008660118932759751,0.17182248793760616
000931,2003,N78,-0.363814,0.817962,-0.086338,-0.33166,-5.471648,0,3,22.73246350621384,0,0.01088372697569561,0.7211547307195683
000931,2004,N78,1.220993,0.792015,0.009651,-0.123783,33.142107,0,4,22.467069569798312,1,0.010679871619222195,0.7011500478501271
000931,2005,N78,-0.618234,0.862642,-0.100423,-0.440344,-3.065688,0,2,22.301514358263205,0,0.012859467033716935,0.7013777430815521
000931,2006,N78,-0.033527,0.851928,0.000537,-0.010048,NA,0,1,22.216302992586364,1,0.008910856768656408,0.7446682944024262
000931,2007,N78,3.566788,0.806441,0.015385,0.382864,NA,0,1,22.27257768446393,1,0.011828762955045063,0.6037045111599294
000931,2008,N78,-0.078953,0.801127,0.015111,-0.123658,32.25128,0,0,22.113493793824322,1,0.0096254668060948,0.6929130102538834
000931,2009,N78,0.132965,0.774477,0.014326,0.07554,79.105042,0,1,22.060561998196444,1,0.0020924351563123824,0.7107304917244263
000931,2010,K70,0.115742,0.78187,0.004257,0.018501,269.609859,0,1,22.112227952941787,1,0.008647649364067552,0.6891637258180209
000931,2011,K70,0.273721,0.817245,0.013408,-0.094919,59.603638,0,0,22.189438152861136,1,0.009067300023805484,0.6639252068096986
000931,2012,E49,-0.012065,0.802254,0.007371,0.047943,120.022317,0,1,22.15743051645014,1,0.012145917307803285,0.6278582412656842
000931,2013,E49,0.10232,0.853781,-0.049295,-0.234265,-18.591806,0,6,22.192392362508368,0,0.00860216854915813,0.5912902140885157
000931,2014,E49,-0.158378,0.724722,0.003993,0.089453,410.41637,0,4,21.645390653803098,1,0.01639143488668628,0.5678895868869845
000931,2015,S90,-0.644708,0.688667,0.05861,0.23992,55.479312,0,1,21.73735623854453,1,0.014195267603493865,0.5467149214853088
000931,2016,S90,0.37155,0.660986,0.015255,0.243013,126.93474,0,4,21.869715799483657,1,0.018200116867198385,0.49728786432791705
000932,2002,C31,0.148764,0.330337,0.068261,0.359979,14.074475,1,3,22.945477611229446,1,0.05467427539785917,0.10478739638364071
000932,2003,C31,0.310145,0.445443,0.07677,0.135163,11.772726,1,3,23.26085755645736,1,0.04512254340801231,0.06432654794424394
000932,2004,C31,0.859417,0.632731,0.063209,0.235988,6.501563,1,4,23.88480319258449,1,0.035641250830086145,0.08244053092050621
000932,2005,C31,0.201942,0.66861,0.025236,0.275056,13.983398,1,2,24.230591312692685,1,0.043594157039927806,0.14982644579110665
000932,2006,C31,0.144967,0.656786,0.039367,0.170286,6.641572,1,1,24.352780485545125,1,0.0562619174809012,0.16548285436596902
000932,2007,C31,0.339401,0.621645,0.047665,0.416126,15.869919,1,1,24.60322916919876,1,0.05620299805772092,0.138131958940532
000932,2008,C31,0.284518,0.674515,0.02201,-0.099966,11.473434,1,0,24.648423150216725,1,0.05702381610942482,0.16279381002206564
000932,2009,C31,-0.263901,0.729274,0.001805,0.056589,202.335426,1,1,24.887675147141668,1,0.04846149979764633,0.13416830387251374
000932,2010,C31,0.460913,0.806066,-0.03941,-0.168319,-3.666325,1,1,25.036958206512576,0,0.051792086148616356,0.16073516681407474
000932,2011,C31,0.21837,0.823368,0.00091,0.047958,113.816142,1,0,25.177254429617665,1,0.048299350042955706,0.1468752481715622
000932,2012,C31,-0.196948,0.821957,-0.045687,-0.230389,-1.994049,1,1,24.907422987264216,0,0.04733497636797009,0.14853628572535615
000932,2013,C31,0.006682,0.817282,0.002162,0.106814,39.672468,1,6,24.982992145227016,1,0.038288974020083966,0.1483022692869729
000932,2014,C31,-0.067933,0.798889,0.002037,0.136428,80.6614,1,4,25.014970948254245,1,0.03695303577764281,0.13681572016432192
000932,2015,C31,-0.255293,0.860471,-0.053735,-0.273859,-2.446064,1,1,25.060542067595197,0,0.03806996613675662,0.13429125231516584
000932,2016,C31,0.203015,0.86896,-0.021065,-0.129015,-11.767978,1,4,24.985184330772455,0,0.040959770691512,0.15460101101195908
000933,2002,C32,0.121247,0.220023,0.094169,0.391466,24.260572,1,3,21.03824332930583,1,0.047230302177271206,0.05569712484517272
000933,2003,C32,0.12497,0.251535,0.11149,0.086927,19.628318,1,3,21.162837318908316,1,0.03945025128759434,0.05573473787530845
000933,2004,C32,0.524976,0.271258,0.195093,0.23544,10.698718,1,4,21.40096949584899,1,0.05347870666921838,0.03945413372372836
000933,2005,C32,0.335122,0.517433,0.182368,0.089103,7.369722,1,2,21.898523778132,1,0.03179186780486188,0.05995517142553553
000933,2006,C32,0.188823,0.660215,0.09266,0.262699,13.371714,1,1,22.48258146772531,1,0.024661141689131062,0.059902176285665555
000933,2007,C32,3.347486,0.697755,0.112024,0.73651,23.148603,1,1,23.15153475025965,1,0.045021760963667334,0.09037250108778935
000933,2008,C32,0.415072,0.744339,0.08589,0.152073,5.663068,1,0,23.460482478601467,1,0.04389405188516321,0.08464281294990834
000933,2009,C32,-0.116565,0.758118,0.034329,0.161195,46.830441,1,1,23.66533498512238,1,0.03834024280348617,0.05861218581311568
000933,2010,C32,0.593594,0.75829,0.046642,0.300457,25.509401,1,1,23.928760315127626,1,0.04290961727608848,0.08415952784302502
000933,2011,C32,0.816231,0.769648,0.040589,0.161997,13.97214,1,0,24.12703200970446,1,0.03948129825194026,0.07888097935745994
000933,2012,C32,-0.088409,0.744141,0.003421,0.466319,119.908899,1,1,24.404768428215238,1,0.030287223076605745,0.06422230887994897
000933,2013,C32,-0.082108,0.742234,0.000445,0.101522,495.588158,1,6,24.494037163973513,1,0.03420165452463391,0.08434095420588937
000933,2014,C32,-0.066963,0.796247,-0.008642,-0.068944,-27.602014,1,4,24.65774575724445,0,0.02766703072679484,0.09903550291202501
000933,2015,C32,-0.267404,0.829324,-0.036221,-0.173774,-5.14509,1,1,24.643999987338095,0,0.029733781555720522,0.09246912897519
000933,2016,C32,-0.037356,0.852143,-0.020034,-0.110958,-10.293703,1,4,24.669912643128235,0,0.029810102540592975,0.09390495791436308
000936,2002,C28,0.236607,0.302151,0.083343,0.0891,29.277792,0,3,20.568419083366017,1,0.03792358731354194,0.21913150619060642
000936,2002,C28,0.236607,0.302151,0.083343,0.0891,29.277792,1,3,20.568419083366017,1,0.03792358731354194,0.21913150619060642
000936,2003,C28,0.065747,0.551143,0.052696,0.10909,27.024111,0,3,21.11325719706577,1,0.02395979042831457,0.1576417146599137
000936,2003,C28,0.065747,0.551143,0.052696,0.10909,27.024111,1,3,21.11325719706577,1,0.02395979042831457,0.1576417146599137
000936,2004,C28,1.872771,0.666468,0.037062,0.092726,19.834324,0,4,21.49889913761494,1,0.03100992020045238,0.16550717891596153
000936,2004,C28,1.872771,0.666468,0.037062,0.092726,19.834324,1,4,21.49889913761494,1,0.03100992020045238,0.16550717891596153
000936,2005,C28,-0.120837,0.677978,0.018875,0.031303,19.760079,0,2,21.564839550620565,1,0.034371319683777324,0.20213715538913002
000936,2005,C28,-0.120837,0.677978,0.018875,0.031303,19.760079,1,2,21.564839550620565,1,0.034371319683777324,0.20213715538913002
000936,2006,C28,0.26416,0.570185,0.021353,0.538784,39.771049,0,1,21.707098408977227,1,0.0305237659990818,0.18083563394721983
000936,2006,C28,0.26416,0.570185,0.021353,0.538784,39.771049,1,1,21.707098408977227,1,0.0305237659990818,0.18083563394721983
000936,2007,C28,0.172714,0.577547,0.028511,0.046988,55.966732,0,1,21.770291898501807,1,0.02965000844893075,0.24285545915598392
000936,2007,C28,0.172714,0.577547,0.028511,0.046988,55.966732,1,1,21.770291898501807,1,0.02965000844893075,0.24285545915598392
000936,2008,C28,-0.02427,0.511998,0.032869,0.05405,16.460311,0,0,21.678689185016502,1,0.03409107381066452,0.1739035473870387
000936,2008,C28,-0.02427,0.511998,0.032869,0.05405,16.460311,1,0,21.678689185016502,1,0.03409107381066452,0.1739035473870387
000936,2009,C28,-0.239368,0.519706,0.038633,0.056864,43.855524,0,1,21.74991650639647,1,0.03322235077126216,0.19789046202590074
000936,2009,C28,-0.239368,0.519706,0.038633,0.056864,43.855524,1,1,21.74991650639647,1,0.03322235077126216,0.19789046202590074
000936,2010,C28,0.33642,0.443831,0.064297,0.468474,32.042361,0,1,21.98746703052844,1,0.02835569907973246,0.21247509056614403
000936,2010,C28,0.33642,0.443831,0.064297,0.468474,32.042361,1,1,21.98746703052844,1,0.02835569907973246,0.21247509056614403
000936,2011,C28,0.083172,0.375437,0.052814,-0.042515,21.075651,0,0,21.828042175762803,1,0.029889095088052632,0.09048639569642591
000936,2011,C28,0.083172,0.375437,0.052814,-0.042515,21.075651,1,0,21.828042175762803,1,0.029889095088052632,0.09048639569642591
000936,2012,C28,-0.246023,0.33256,0.052219,0.052899,19.266373,0,1,21.81319214984416,1,0.030495511469061088,0.1132573164036549
000936,2012,C28,-0.246023,0.33256,0.052219,0.052899,19.266373,1,1,21.81319214984416,1,0.030495511469061088,0.1132573164036549
000936,2013,C28,-0.164981,0.309651,0.019928,-0.007108,47.909225,0,6,21.772311422967114,1,0.03004941679314573,0.10898081719754801
000936,2013,C28,-0.164981,0.309651,0.019928,-0.007108,47.909225,1,6,21.772311422967114,1,0.03004941679314573,0.10898081719754801
000936,2014,C28,-0.06654,0.32066,0.021006,0.198879,68.710604,0,4,21.969772933358037,1,0.021343435633618905,0.18725277165952461
000936,2014,C28,-0.06654,0.32066,0.021006,0.198879,68.710604,1,4,21.969772933358037,1,0.021343435633618905,0.18725277165952461
000936,2015,C28,-0.025781,0.247215,0.025844,0.241914,129.390512,0,1,22.083769022163658,1,0.018565521419423792,0.14773432154918323
000936,2015,C28,-0.025781,0.247215,0.025844,0.241914,129.390512,1,1,22.083769022163658,1,0.018565521419423792,0.14773432154918323
000936,2016,C28,0.055822,0.430175,0.096899,0.700813,14.144968,0,4,22.893325199582367,1,0.0050094638760354105,0.04560064232769893
000936,2016,C28,0.055822,0.430175,0.096899,0.700813,14.144968,1,4,22.893325199582367,1,0.0050094638760354105,0.04560064232769893
000937,2002,B06,0.2015,0.309928,0.078287,0.029253,25.082848,1,3,21.6071898206622,1,0.05249107602120811,0.0832652805164029
000937,2003,B06,-0.080942,0.33602,0.055155,0.00957,33.618846,1,3,21.65525886515918,1,0.056952743810694054,0.06368925451128431
000937,2004,B06,0.873541,0.450627,0.123396,0.185869,13.83384,1,4,22.01520788750872,1,0.05016732548228012,0.07344525888567581
000937,2005,B06,0.332161,0.257638,0.139564,0.483242,7.395594,1,2,22.1083799500976,1,0.05539949314408722,0.09260602877830601
000937,2006,B06,0.151186,0.329852,0.107789,0.126944,9.687827,1,1,22.330227799544883,1,0.05637891818512985,0.09071539648280526
000937,2007,B06,0.434944,0.39267,0.104092,0.135717,37.826385,1,1,22.55591799627573,1,0.05588382662475457,0.05668797041333268
000937,2008,B06,0.749621,0.436599,0.228309,0.648989,5.525963,1,0,23.13116129714087,1,0.05194602346162774,0.11620782430800715
000937,2009,B06,1.182599,0.515233,0.08167,0.634843,29.835346,1,1,23.77303075089382,1,0.052690579607572306,0.10343716093587868
000937,2010,B06,0.496091,0.505701,0.107343,0.218577,18.622098,1,1,23.951242869175335,1,0.05999624533119551,0.11871839281952652
000937,2011,B06,0.240347,0.572459,0.096306,0.30463,12.797013,1,0,24.36225068707548,1,0.04158325365521379,0.09523632534943878
000937,2012,B06,-0.199544,0.545574,0.059231,0.120263,13.81874,1,1,24.414829680610627,1,0.0475190051411364,0.12365596853212352
000937,2013,B06,-0.14095,0.560152,0.027642,-0.008082,15.289883,1,6,24.439320781950904,1,0.04874176182282355,0.14178052424956464
000937,2014,B06,-0.293293,0.502378,-0.003952,0.148459,-138.520946,1,4,24.454331337207037,0,0.04124646857764924,0.1370597309638715
000937,2015,B06,-0.313298,0.509582,0.007362,-0.038461,58.695696,1,1,24.429692930575712,1,0.0361803400902579,0.13562513468115017
000937,2016,B06,0.087632,0.538275,0.003795,0.006449,149.03032,1,4,24.496410319524436,1,0.03230821564061936,0.13189190121990715
000938,2002,I64,0.295975,0.527222,0.010045,0.133622,242.591001,1,3,21.135240490582063,1,0.006808774613342375,0.38331277643036116
000938,2003,I64,0.211552,0.563197,0.016046,0.005616,83.093686,1,3,21.21998374298795,1,0.004927509751009172,0.4596153536683969
000938,2004,I64,0.343161,0.584072,0.01888,0.004949,97.076928,1,4,21.27389131574603,1,0.005555130461432053,0.509756172886007
000938,2005,I64,0.098534,0.567637,0.005374,-0.001797,215.88477,1,2,21.233337907062154,1,0.006344019988668061,0.5449628232568822
000938,2006,I64,0.031532,0.599852,0.013135,-0.022617,72.760741,1,1,21.287892292777908,1,0.007459429296473515,0.40219217554254555
000938,2007,I64,0.169171,0.583086,0.011937,0.156909,194.358437,1,1,21.392599915857822,1,0.018449606509610087,0.2807396342913957
000938,2008,I64,-0.055435,0.547194,0.020127,0.230265,42.723753,1,0,21.517245778837314,1,0.018301906054990588,0.24301938687910438
000938,2009,I64,0.059548,0.559005,0.016659,-0.127764,88.617175,1,1,21.406981307940917,1,0.01606685397604251,0.33251067843366316
000938,2010,I64,0.06298,0.565514,0.017779,0.009644,84.893787,1,1,21.431448529554668,1,0.008183802148301928,0.35396799449898353
000938,2011,I64,0.220254,0.581842,0.02133,0.010202,55.813406,1,0,21.47990307497919,1,0.011676482861790861,0.3416211756248634
000938,2012,C39,0.229298,0.56232,0.036948,0.322041,24.309381,1,1,21.713450151223018,1,0.005114997165999771,0.4212036050855077
000938,2013,C39,0.30399,0.597856,0.047494,0.09974,40.429932,1,6,21.893202216984523,1,0.0049991711309744285,0.47269720908751806
000938,2014,C39,0.308083,0.550677,0.043648,0.619533,34.855794,1,4,22.264408192427545,1,0.0040193333351686246,0.4293773275828052
000938,2015,C39,0.197847,0.57221,0.036983,0.281049,100.095617,1,1,22.561196075579993,1,0.0035516544096511294,0.437249263038681
000938,2016,C39,1.075648,0.269895,0.055017,9.077877,50.11848,1,4,24.33698319901357,1,0.009449769625308288,0.1918291294077015
000939,2002,D44,0.307322,0.52624,0.081937,0.101797,28.903723,0,3,20.90738766394775,1,0.005305968860593171,0.2603705722938718
000939,2003,D44,0.644723,0.584527,0.061625,0.149254,32.476196,0,3,21.17778193298431,1,0.00840409050857807,0.3044012191521969
000939,2004,D44,0.681439,0.599759,0.058637,0.150342,17.036279,0,4,21.35519158341415,1,0.009048317931099824,0.33676509384992137
000939,2005,D44,0.236159,0.684066,0.030083,0.876609,20.125312,0,2,22.221191921803484,1,0.0092684891510604,0.315444983769075
000939,2006,D44,-0.093858,0.668981,0.027965,0.048719,17.955107,0,1,22.222118593025854,1,0.01161623860523168,0.17636829587838168
000939,2007,D44,0.025634,0.617209,0.075744,0.212718,17.707778,0,1,22.269669066085104,1,0.016606064938843333,0.10557506137382629
000939,2008,D44,0.055897,0.641087,0.022147,0.392155,11.625334,0,0,22.66493235882493,1,0.019164476318721986,0.10473682893067658
000939,2009,D44,0.081259,0.679126,0.039809,0.110765,21.127525,0,1,22.882011659268098,1,0.020746104918366575,0.1571543241963248
000939,2010,D44,0.674557,0.659518,0.045575,0.18825,21.22795,0,1,22.99518013728968,1,0.02241566730034963,0.20674093101672725
000939,2011,D44,-0.200132,0.666357,0.084014,-0.046149,12.115547,0,0,22.96822255163745,1,0.021370142131296024,0.12773503086708643
000939,2012,B06,-0.017691,0.735982,0.007182,-0.024683,83.179839,0,1,23.17728336674747,1,0.018949279867336768,0.1546670553584765
000939,2013,B06,-0.163067,0.739482,0.005373,0.013979,90.6163,0,6,23.20451180184591,1,0.02034837801741657,0.1539404572480494
000939,2014,B06,0.289697,0.762457,0.015312,0.081477,53.03316,0,4,23.375164524549636,1,0.02164701366101539,0.19032415834776437
000939,2015,D44,0.227102,0.758733,0.011591,1.355836,63.692738,0,1,24.216501186562386,1,0.015082557150862885,0.15835198859268002
000939,2016,D44,0.430543,0.68962,0.008926,0.633216,75.88937,0,4,24.45516063107879,1,0.015373697889472626,0.14589379524992035
000948,2002,I65,-0.17568,0.403269,0.044504,0.015575,46.754935,1,3,20.570234836244463,1,0.014926010787573414,0.43465696672197485
000948,2003,I65,-0.147989,0.269473,0.000123,0.009193,11110.56937,1,3,20.377085595041617,1,0.019278420263512546,0.40223375251863847
000948,2004,I65,1.003897,0.533331,0.013529,0.070149,73.897908,1,4,20.893030406232707,1,0.01737411253906789,0.45511615748101325
000948,2005,I65,0.005892,0.541237,0.013801,-0.001742,39.828259,1,2,20.908373397558474,1,0.015645008523246098,0.45334709572668164
000948,2006,I65,0.126243,0.526767,0.020541,0.019018,31.759356,1,1,20.89615863402865,1,0.01634468501033745,0.4389444437031358
000948,2007,I65,0.16915,0.613903,0.027798,0.034508,45.204068,1,1,21.133584036399903,1,0.01217477439570599,0.4308033795827131
000948,2008,I65,0.15133,0.454298,0.059521,0.9685,12.887894,1,0,21.464870676402036,1,0.009269820556605947,0.3388795709419311
000948,2009,I65,-0.055319,0.428743,0.042886,0.043691,36.678526,1,1,21.46186890725098,1,0.014140320470681587,0.3188078943451272
000948,2010,I65,0.229527,0.454051,0.038065,0.090851,37.517519,1,1,21.5941401439672,1,0.01410333173401752,0.4091300029482352
