stkcd,year,lnfees,opinion_dum,downturn,ind,grev,lev,roa,roegrate,peratio,soe,saction,lnassets,loss,ndts,complex
000096,2003,13.732128949025222,0,0,F51,0.277151,0.148348,0.102289,0.146773,26.588584,1,3,21.07105849017699,1,0.017884589029034816,0.1490231192993323
000096,2004,13.527828485512494,0,0,F51,0.105749,0.142328,0.103679,0.070675,19.489794,1,4,21.1323040572128,1,0.015130595728820037,0.13095064515582924
000096,2005,13.579788224443204,0,0,F51,0.097357,0.141975,0.046586,-0.001724,32.408808,1,2,21.130167711078442,1,0.009291111325857164,0.1280447562135758
000096,2006,13.845069360205818,0,0,F51,0.114802,0.15856,0.084666,0.078485,15.817346,1,1,21.22524269117373,1,0.008213970238167763,0.1411511476793099
000096,2007,14.137594057133388,0,0,F51,-0.116586,0.132568,0.136804,0.101565,26.389359,1,1,21.29155243367672,1,0.006993666448930255,0.10577540421105291
000096,2008,13.353475098367715,0,1,F51,-0.11227,0.05046,0.07503,0.042342,15.062147,1,0,21.242583026699148,1,0.008127905008892915,0.01738218877334229
000096,2009,13.5985975564007,0,1,F51,-0.485686,0.102706,0.063841,0.032579,36.566018,1,1,21.331235674375247,1,0.0062137574070432215,0.016620382327965068
000096,2010,13.500799813124575,0,0,F51,0.489295,0.079303,0.046985,0.046827,39.957366,1,1,21.35125214701626,1,0.014502342331428261,0.027425185088140316
000096,2002,13.353475098367715,0,0,F51,0.178995,0.20012,0.087554,0.047611,34.712446,1,3,20.99682279806324,1,0.011825020760178526,0.13678278263584956
000096,2011,13.500799813124575,0,1,F51,0.058874,0.088711,0.048745,0.051028,23.437656,1,0,21.41129235928568,1,0.013221868549145558,0.016021125057711014
000096,2012,13.815510557964274,0,1,F51,-0.339643,0.09312,0.010554,-0.004682,96.465293,1,1,21.411449207158732,1,0.009834681036332895,0.062228341683356905
000096,2013,13.815510557964274,0,1,F51,-0.100381,0.085742,0.033838,0.037652,40.955605,1,6,21.440306865315403,1,0.008067598320916122,0.013231809444362861
000096,2014,13.815510557964274,0,1,F51,0.160775,0.070359,0.021367,0.00923,95.902823,1,4,21.432808176854294,1,0.006610584142476088,0.004463693808398269
000096,2015,13.815510557964274,0,1,F51,-0.009966,0.089219,0.070287,0.068377,60.58992,1,1,21.519444323460114,1,0.006270067317097172,0.0050461320977886
000096,2016,13.815510557964274,0,1,F51,-0.092942,0.051592,0.127754,0.141271,26.325994,1,4,21.611105402016342,1,0.005214284004526553,0.015575066423258586
000150,2005,12.971540487669746,0,0,K70,-0.184054,0.182658,-0.155614,-0.163186,-6.704763,0,2,20.19513204563102,0,0.013990392204176243,0.4661293684647507
000150,2011,13.017002861746503,0,1,K70,0.331958,0.528672,0.006093,-0.046837,135.689158,0,0,21.122066662638858,1,0.0015004821840602955,0.7716751203325305
000150,2010,12.765688433465597,0,0,K70,-0.782278,0.285637,0.009301,0.013727,166.588241,0,1,20.754199840737513,1,0.0010592952727989187,0.9033057417823437
000150,2012,13.017002861746503,0,1,K70,-0.19227,0.574363,0.001482,0.003319,672.808559,0,1,21.227349049456762,1,0.0019262631042070118,0.7596299577048741
000150,2013,13.081541382884074,0,1,K70,7.589183,0.706744,0.042045,0.130426,19.143532,0,6,21.722481617631903,1,0.0017316412314914303,0.8192492969357021
000150,2014,13.081541382884074,0,1,K70,-0.783791,0.673085,0.011374,0.037441,189.255353,0,4,21.65058468459544,1,0.005129446650724893,0.9224889694810745
000150,2015,14.115615150414612,0,1,K70,5.540287,0.630016,0.01556,1.037021,309.86329,0,1,22.238314172950833,1,0.004509500758672272,0.5609785040155277
000150,2016,14.508657738524219,0,1,Q83,0.257199,0.65133,0.126427,0.491373,18.611908,0,4,22.69734485977197,1,0.013470123623554587,0.05704757279126978
000151,2002,12.89921982609012,0,0,O81,-0.226045,0.181809,0.046082,0.019083,74.779386,1,3,20.709611395716898,1,0.006203368575049546,0.25242916022177414
000151,2003,12.89921982609012,0,0,O81,0.116837,0.239428,0.038442,0.050028,38.117544,1,3,20.831452808412003,1,0.005512014545381966,0.2551782369485161
000151,2005,12.971540487669746,0,0,O81,0.785805,0.622527,0.015947,0.010056,22.307031,1,2,21.848763916795406,1,0.017697302695333383,0.3343087771590793
000151,2006,13.180632285528304,0,0,O81,-0.231855,0.589225,0.018248,-0.226644,22.398414,1,1,21.507202398426536,1,0.02515637314052231,0.29899537084247035
000151,2007,13.122363377404328,0,0,O81,-0.343178,0.15343,0.024825,-0.011699,95.647367,1,1,20.772286832567453,1,0.00648329858280022,0.11903285454954698
000151,2008,13.122363377404328,0,1,O81,-0.107294,0.224753,0.039662,0.007525,24.088715,1,0,20.86779578559656,1,0.005603078806916128,0.1574318478042725
000151,2009,13.122363377404328,0,1,O81,0.101229,0.197865,0.025569,0.002113,107.686789,1,1,20.83581080898038,1,0.00601613303157491,0.11108494310299348
000151,2010,13.217673557208654,0,0,F52,0.32557,0.190006,0.00702,-0.018069,470.64163,1,1,20.807826406158604,1,0.007402754841787678,0.12435733644281276
000151,2011,13.217673557208654,0,1,F52,0.109551,0.272902,-0.009551,-0.022374,-234.454561,1,0,20.893163519365892,0,0.007240846148071003,0.16452799821104508
000151,2012,13.554145793829866,0,1,F51,0.612361,0.45525,0.030937,0.053066,46.039995,1,1,21.233604353494943,1,0.0048740588270845195,0.12232868065093004
000151,2013,13.554145793829866,0,1,F51,-0.071164,0.606677,0.044539,0.079193,23.34647,1,6,21.635513154427226,1,0.0034728301365869268,0.03226230746601207
000151,2014,13.554145793829866,0,1,F51,0.632005,0.656582,0.041665,0.023808,49.717971,1,4,21.794725613366982,1,0.006082112301707937,0.0672796897989844
000151,2015,13.554145793829866,0,1,F51,-0.52228,0.579701,0.050351,0.012614,53.854828,1,1,21.6052426134975,1,0.003578579941352342,0.05386479836695259
000151,2016,13.554145793829866,0,1,F51,0.457696,0.517535,0.044994,-0.016954,57.473654,1,4,21.450202617482347,1,0.005092854315116543,0.06385346530400995
000156,2002,12.765688433465597,0,0,C29,0.858873,0.324125,0.039806,0.05916,41.024132,1,3,20.44405310509751,1,0.020665402065862433,0.19864246005391573
000156,2003,12.765688433465597,0,0,C29,0.68125,0.49416,0.019738,0.140834,44.758382,1,3,20.865600699565178,1,0.02935155819806648,0.25926727542578165
000156,2004,12.765688433465597,1,0,C29,-0.136928,0.844552,-0.223812,-0.680115,-0.995581,1,4,20.90571603879857,0,0.030671682760773884,0.616728722660734
000156,2012,13.592367006650065,0,1,R86,0.453838,0.74873,0.053727,-5.265864,23.211127,1,1,21.942197487555806,1,0.11873270356582201,0.07764997143848881
000156,2013,13.997832114758229,0,1,R86,0.19394,0.643314,0.059707,1.133148,43.618194,1,6,22.349468933017647,1,0.08649472002395721,0.06603410961944595
000156,2014,14.077874822431765,0,1,R86,0.338905,0.602917,0.072137,0.21696,35.011646,1,4,22.438536059985598,1,0.09726006503646129,0.06621595632209971
000156,2015,14.077874822431765,0,1,R86,0.185335,0.269583,0.058418,3.194741,94.963686,1,1,23.26289721861299,1,0.045670076026844315,0.04060405991517439
000156,2016,14.077874822431765,0,1,R86,0.077875,0.279278,0.044976,0.092433,45.979759,1,4,23.364666203220498,1,0.04531581648853877,0.04142578713247888
000157,2010,15.876024089758591,0,0,C35,0.550545,0.563865,0.094685,2.618984,17.866927,0,1,24.866325568430657,1,0.006576796102957809,0.24804048312315233
000157,2011,16.32348248068327,0,1,C35,0.438917,0.502181,0.121389,0.297015,7.250252,0,0,24.994106293011797,1,0.006403980924860003,0.2977493008635987
000157,2002,12.712890247898626,0,0,C35,0.713602,0.29396,0.122431,0.182133,22.594295,0,3,21.110004418394364,1,0.009577477167016213,0.32477010499132114
000157,2003,12.509874099861838,0,0,C35,0.76324,0.514607,0.113715,0.213269,21.06519,0,3,21.678037001495394,1,0.008403136341220703,0.45707989422571094
000157,2004,13.006503491309793,0,0,C35,1.88107,0.536709,0.122658,0.3156,9.726259,0,4,21.998931290158392,1,0.014072882191734977,0.49711253171418157
000157,2005,13.174196526044346,0,0,C35,-0.030046,0.575902,0.079813,0.066807,10.50194,0,2,22.151992553898484,1,0.015331103132775333,0.4715501267959562
000157,2006,13.176093699825296,0,0,C35,0.410644,0.56291,0.101301,0.320744,23.370037,0,1,22.400014457704003,1,0.017256418210521686,0.4700791707792843
000157,2007,13.500799813124575,0,0,C35,0.940086,0.560398,0.191526,0.604523,32.823324,0,1,22.86710859400969,1,0.011337108063621192,0.5053134856548824
000157,2008,13.523552690649705,0,1,C35,0.509856,0.771943,0.100987,0.400339,10.669796,0,0,23.860098240711388,1,0.006340914311668058,0.3847874358431348
000157,2009,13.570376988758449,0,1,C35,0.5324,0.77615,0.084817,0.445407,17.991128,0,1,24.24711019617178,1,0.008523924546636686,0.334525636702524
000157,2012,16.433636051538496,0,1,C35,0.037748,0.53707,0.093786,0.155865,9.426508,0,1,25.21161519920371,1,0.005634650662673311,0.34428846210474334
000157,2013,16.68737884429588,0,1,C35,-0.198235,0.530345,0.044276,0.020943,10.627204,0,6,25.217919546123845,1,0.006275060353792075,0.40824956917115773
000157,2014,16.47507054990605,0,1,C35,-0.329268,0.56006,0.006851,-0.019111,86.647909,0,4,25.263982359988372,1,0.006896514111587271,0.43532964661807727
000157,2015,16.47507054990605,0,1,C35,-0.1972,0.566712,0.000972,-0.015487,449.805479,0,1,25.26360967379709,1,0.008902720389598823,0.4676269756806704
000157,2016,16.40327459319198,0,1,C35,-0.035215,0.576009,-0.009896,-0.069298,-38.455833,0,4,25.213485485810175,0,0.011110263694943804,0.4811066585814108
000158,2002,13.122363377404328,0,0,C17,0.099748,0.385052,0.043049,0.030595,28.096644,1,3,21.461742147295375,1,0.03920455903876318,0.3311763844072824
000158,2003,13.122363377404328,0,0,C17,0.086525,0.425818,0.032518,0.137229,28.03268,1,3,21.65892817735915,1,0.036304838396480466,0.33085393391555934
000158,2004,13.122363377404328,0,0,C17,0.118898,0.520288,0.013847,0.008578,41.617842,1,4,21.847229426912904,1,0.03334260145957454,0.21810688995009134
000158,2005,13.122363377404328,0,0,C17,0.008509,0.548685,0.012139,0.036573,34.834567,1,2,21.944168909940412,1,0.03647067160139751,0.22788706330487016
000158,2006,13.217673557208654,0,0,C17,0.137448,0.533516,0.015383,0.021258,33.593688,1,1,21.93214661215504,1,0.041272950013760926,0.219813241146042
000158,2011,13.122363377404328,0,1,C17,0.271313,0.543603,0.0114,0.017283,50.153178,1,0,22.389294573327344,1,0.02418263303018261,0.2050524090258374
000158,2009,13.122363377404328,0,1,C17,0.030546,0.455477,0.017381,0.03546,89.369387,1,1,22.17525819745222,1,0.025692210250150952,0.17291321743733545
000158,2007,13.217673557208654,0,0,C17,0.106574,0.549737,0.014245,0.037819,96.051271,1,1,22.004659600796465,1,0.04000428847719685,0.22374951589873993
000158,2008,13.217673557208654,0,1,C17,0.026065,0.484158,0.029333,0.385182,18.039348,1,0,22.19452387947846,1,0.030557132697788553,0.1911324689930732
000158,2010,13.122363377404328,0,0,C17,0.195387,0.49943,0.012178,0.020562,87.358712,1,1,22.279775705834165,1,0.023156175023683976,0.18622837690554161
000158,2012,13.710150042306449,0,1,C17,0.067511,0.575353,0.002126,0.005302,208.280099,1,1,22.46668675398799,1,0.023145842951775526,0.21307670696971479
000158,2013,13.710150042306449,0,1,C17,0.166228,0.576942,0.003054,0.006082,169.648771,1,6,22.476499151799384,1,0.02362706374050135,0.2799085007638063
000158,2014,13.710150042306449,0,1,C17,0.121406,0.554528,0.004284,0.012841,284.121542,1,4,22.437633580887233,1,0.020721816342323823,0.26372835076685097
000158,2015,13.955272500339433,0,1,C17,0.355242,0.503495,0.030157,1.196109,104.027379,1,1,23.11586192428463,1,0.010700966101967241,0.29761931389758695
000158,2016,13.955272500339433,0,1,C17,0.232802,0.551411,0.029225,0.057271,45.801907,1,4,23.27303841918892,1,0.010696332912116085,0.2972500734497954
000159,2003,12.89921982609012,0,0,C25,0.113631,0.614799,-0.004492,-0.058976,-161.875429,0,3,21.103670079784173,0,0.008855477362399536,0.5629281692956706
000159,2004,12.89921982609012,0,0,C25,-0.204748,0.567277,-0.003906,0.088423,-155.640283,0,4,21.072069697724523,0,0.013092706406490798,0.41700161719319756
000159,2005,12.89921982609012,0,0,C25,0.046795,0.549307,0.007096,0.028677,70.979006,0,2,21.059652552767968,1,0.03323235705765455,0.3779412417408758
000159,2006,13.017002861746503,0,0,C25,0.100189,0.582811,0.005828,-0.147824,95.824961,0,1,20.976939080589215,1,0.026243108756025375,0.39409557928843936
000159,2011,13.017002861746503,0,1,C25,0.657166,0.362134,0.103675,0.173371,11.736456,0,0,21.879217129813714,1,0.00995384814718415,0.3255662927681952
000159,2002,12.611537753638338,1,0,C25,0.656034,0.623312,-0.008272,0.016411,-102.498974,0,3,21.186804613994838,0,0.0067989544373945705,0.4960661168067024
000159,2007,12.89921982609012,0,0,C25,0.631136,0.531397,0.04555,0.126819,51.067923,0,1,20.980120269359823,1,0.027995721204770754,0.2649895946064534
000159,2008,12.89921982609012,0,1,C25,-0.097786,0.456378,0.093821,0.673455,13.145541,0,0,21.34651251353134,1,0.02710338613189757,0.23469310039217572
000159,2009,12.89921982609012,0,1,C25,-0.328418,0.493682,0.072678,0.149659,29.973758,0,1,21.557066887213438,1,0.021788949444862926,0.2955084324129366
000159,2010,13.017002861746503,0,0,C25,0.443323,0.467699,0.234303,0.481762,11.21033,0,1,21.90025522169612,1,0.013739590989369575,0.23255054355894297
000159,2012,13.017002861746503,0,1,F51,0.131294,0.302494,0.032852,0.028091,30.554908,0,1,21.8175370156166,1,0.010671904917871315,0.3007886092996921
000159,2013,13.122363377404328,0,1,F51,-0.236969,0.30427,0.011759,-0.003884,99.375761,0,6,21.816194578482754,1,0.010383116222970792,0.2780281861636729
000159,2014,13.122363377404328,0,1,F51,0.101195,0.264477,0.044555,0.051972,36.907774,0,4,21.811241239659658,1,0.009858008102695352,0.2781507981398804
000159,2015,13.527828485512494,0,1,F51,-0.422287,0.260288,0.020305,-0.000831,74.484559,0,1,21.80473045372313,1,0.009887330273742856,0.32438742879508553
000159,2016,13.527828485512494,0,1,F51,-0.230288,0.292732,0.011826,0.010368,114.029264,0,4,21.859896138570193,1,0.00931581539490503,0.32375342784254446
000333,2014,15.60727002719233,0,1,C38,0.171053,0.61983,0.107222,0.170184,9.932897,0,4,25.51075757972846,1,0.027670108666666665,0.20318444175
000333,2015,15.60727002719233,0,1,C38,-0.022778,0.565113,0.109376,0.225232,10.278253,0,1,25.583078241308083,1,0.02210865891472868,0.16140042635658916
000333,2016,15.814284196576656,0,1,C38,0.14882,0.595683,0.105943,0.231032,11.470462,0,4,25.86492939344907,1,0.020923976608187133,0.1700667134502924
000338,2012,16.266515656076592,0,1,C36,-0.197501,0.526552,0.050589,0.086375,15.64575,1,1,24.917762818973802,1,0.023405634623674173,0.17609112964652468
000338,2013,16.266515656076592,0,1,C36,0.210656,0.562831,0.052714,0.093253,9.950368,1,6,25.08664224139247,1,0.02587171682371225,0.1657348145458153
000338,2014,16.266515656076592,0,1,C36,0.365715,0.660711,0.058155,0.190143,9.432311,1,4,25.51075757972846,1,0.031869277566666666,0.18562309670833332
000338,2015,16.349207371921707,0,1,C36,-0.074303,0.636761,0.01824,0.021346,17.860602,1,1,25.46819796530966,1,0.04662263736521739,0.18102808635652173
000338,2016,16.349207371921707,0,1,C36,0.264021,0.728267,0.025703,0.067947,11.074371,1,4,25.82313226477061,1,0.03674900860365854,0.16723688901219513
000400,2002,13.122363377404328,0,0,C38,0.054305,0.410563,0.059436,0.085872,18.330147,1,3,21.733310404330982,1,0.018530062184538003,0.4698080983162928
000400,2003,13.122363377404328,0,0,C38,0.185359,0.399245,0.068752,0.148276,19.353867,1,3,21.852552210551416,1,0.018737423200369367,0.512224163139407
000400,2004,13.253391639810733,0,0,C38,0.114852,0.464447,0.052166,0.058296,18.541533,1,4,22.02410061750845,1,0.019037954654743415,0.46516041506795175
000400,2005,13.253391639810733,0,0,C38,0.073212,0.483561,0.042014,0.047039,10.578837,1,2,22.106408054026122,1,0.013582187854449502,0.41646939489581497
000400,2006,13.253391639810733,0,0,C38,0.095621,0.521084,0.041635,0.070512,19.587152,1,1,22.249976224525298,1,0.013614859115622763,0.45649012920594123
000400,2008,13.458835614025542,0,1,C38,0.059784,0.50229,0.021895,0.013254,48.334668,1,0,22.279324600267618,1,0.01692215706711943,0.5512057509686147
000400,2009,13.458835614025542,0,1,C38,0.168459,0.449573,0.049334,0.074409,37.413997,1,1,22.250417081209754,1,0.01567413064522852,0.5992370882788995
000400,2010,13.458835614025542,0,0,C38,0.26843,0.520769,0.047726,0.088037,50.922034,1,1,22.473305338284277,1,0.014041437012076323,0.5642197267028042
000400,2011,13.458835614025542,0,1,C38,0.131442,0.580492,0.047431,0.075676,24.063053,1,0,22.679354286483118,1,0.01288161565065995,0.5769205681761613
000400,2012,13.458835614025542,0,1,C38,0.515668,0.539772,0.081379,0.074409,16.371937,1,1,22.6584862268574,1,0.017056767972442474,0.6985534025658718
000400,2013,13.458835614025542,0,1,C38,0.082098,0.539619,0.101229,0.197544,19.850883,1,6,22.83842689003213,1,0.013883787407295114,0.6611815087436529
000400,2014,13.458835614025542,0,1,C38,0.168362,0.422345,0.12175,0.633271,15.876502,1,4,23.102089094493884,1,0.009923302026865737,0.7522172202993196
000400,2015,13.710150042306449,0,1,C38,-0.121171,0.449712,0.069233,0.102255,24.311633,1,1,23.247980911926774,1,0.008906375615830851,0.7489696383861498
000400,2016,13.710150042306449,0,1,C38,0.307734,0.472021,0.070217,0.098797,19.459235,1,4,23.383583875298253,1,0.008408387708176729,0.6797955641139173
000401,2004,13.840788365148542,0,0,C30,0.287557,0.580587,0.028393,0.294538,23.166936,1,4,22.4220918200615,1,0.04326337770428154,0.14174554851792517
000401,2002,13.756291198304304,0,0,C30,0.109145,0.520543,0.034504,0.011843,40.346445,1,3,21.928384403336235,1,0.047730749046727826,0.15820079707787502
000401,2003,13.604789526648622,0,0,C30,0.280939,0.621505,0.036776,0.107112,32.951817,1,3,22.266590123242764,1,0.045551477911345194,0.15014464697216526
000401,2007,14.03062193758122,0,0,C30,0.334053,0.671035,0.053372,0.144344,47.465484,1,1,22.919171099258058,1,0.04264956444306431,0.07129484189129458
000401,2008,14.100689500197937,0,1,C30,0.183483,0.504574,0.049825,1.134129,23.007515,1,0,23.267764151940696,1,0.0316233153140341,0.0737603487806948
000401,2010,14.547878451677501,0,0,C30,0.594772,0.692911,0.060415,0.20444,18.27082,1,1,24.132838470864566,1,0.028490350770962566,0.06677930947634522
000401,2011,14.845129975145433,0,1,C30,0.42155,0.654412,0.046296,0.416371,14.202452,1,0,24.362829328200508,1,0.0353274715057172,0.0805150952934655
000401,2005,13.805460222110773,0,0,C30,0.259071,0.635387,0.021735,0.047239,21.868918,1,2,22.60826776760058,1,0.050578268400262784,0.12862098821366677
000401,2006,13.989463865087712,0,0,C30,0.253278,0.610444,0.033062,0.075931,21.985103,1,1,22.615284074070217,1,0.05058473383528347,0.105941623964301
000401,2012,14.9817814951062,0,1,C30,-0.070881,0.677956,0.003468,0.015792,134.769826,1,1,24.44905639934481,1,0.039842958720031255,0.07456070249800521
000401,2013,15.021481364952884,0,1,C30,0.075095,0.677456,0.004698,0.039928,57.501834,1,6,24.486654751308723,1,0.048534801025103776,0.07415378539459516
000401,2014,15.021481364952884,0,1,C30,-0.002928,0.694987,-0.006368,-0.033287,-63.471561,1,4,24.508688196768514,0,0.05061026703391626,0.08584782692812991
000401,2015,15.021481364952884,0,1,C30,-0.290875,0.725467,-0.050397,-0.156587,-6.830535,1,1,24.44367384715947,0,0.05597483885941791,0.07489856422735734
000401,2016,15.059665151923042,0,1,C30,0.11045,0.730765,-0.00057,-0.014574,-677.938155,1,4,24.448478326141263,0,0.04797076414129819,0.07073927206339417
000402,2002,13.017002861746503,0,0,K70,0.078039,0.688091,0.086515,1.515467,16.202162,1,3,21.77962790193817,1,2.512309411862285e-4,0.8513364195036863
000402,2003,13.217673557208654,0,0,K70,0.555936,0.695309,0.06417,0.231215,14.454987,1,3,22.01104306683585,1,3.181256195191166e-4,0.840730424211441
000402,2004,12.84792653170257,0,0,K70,0.209927,0.647396,0.066736,0.833119,14.778352,1,4,22.471015032405834,1,3.551932212463015e-4,0.6411227449762307
000402,2005,12.84792653170257,0,0,K70,0.149396,0.661442,0.064655,0.224504,15.638422,1,2,22.714201115532763,1,4.099683080800368e-4,0.6941799854317156
000402,2006,13.42984807715229,0,0,K70,0.740652,0.644012,0.055505,0.611042,35.314724,1,1,23.140880753027474,1,6.459429955488825e-4,0.5848829945483967
000402,2007,13.42984807715229,0,0,K70,0.210712,0.646314,0.057832,0.227978,41.673292,1,1,23.352735549755522,1,0.0053720814713520935,0.49503715619059047
000402,2008,13.77468856344402,0,1,K70,0.327621,0.461092,0.048181,2.021658,18.17599,1,0,24.03740732150066,1,0.0030769090183951054,0.41921411866124864
000402,2009,13.9108207377686,0,1,K70,0.113744,0.623564,0.039341,0.075866,21.903842,1,1,24.469329964444402,1,0.002040195490984762,0.45070459299482735
000402,2010,13.9108207377686,0,0,K70,0.301503,0.681675,0.037994,0.081504,10.912313,1,1,24.715358278386272,1,0.001672831907016297,0.5309661380755282
000402,2011,14.77102200299171,0,1,K70,0.188278,0.690309,0.036134,0.072629,8.900354,1,0,24.81296800512998,1,0.001639783395310854,0.5370485479801635
000402,2012,14.648419680899378,0,1,K70,0.78825,0.699479,0.041564,0.137881,7.577402,1,1,24.97219423848294,1,0.0017191065071224647,0.5414784884317011
000402,2013,14.648419680899378,0,1,K70,0.153692,0.678514,0.048186,0.162034,4.497577,1,6,25.05492738359222,1,0.001957588449867452,0.5676048980295231
000402,2014,14.648419680899378,0,1,K70,0.108302,0.693987,0.038037,0.095978,11.84034,1,4,25.195903441366386,1,0.0014477862926302733,0.5974720941297019
000402,2015,14.648419680899378,0,1,K70,-0.293664,0.72555,0.02344,0.082106,15.214798,1,1,25.38670493105848,1,0.0012275468603773585,0.6202210730339622
000402,2016,14.830741237693333,0,1,K70,0.275481,0.724098,0.02577,0.07337,10.934088,1,4,25.45065365565875,1,0.001170969468141593,0.5080766172132744
000403,2002,12.948009990259552,0,0,C26,0.108243,0.495628,0.032388,0.132594,64.080617,0,3,21.157996875287086,1,0.016928628231011586,0.34843716840917077
000403,2003,13.122363377404328,0,0,C26,0.392891,0.625027,0.015904,0.078689,49.154893,0,3,21.53020184068369,1,0.013713818747061603,0.3618862210928166
000403,2004,13.253391639810733,0,0,C26,0.027615,0.715387,-0.104279,-0.28345,-4.584929,0,4,21.47261965154758,0,0.04780154883460373,0.5207667122396104
000403,2013,13.304684934198283,1,1,C27,0.016797,0.703759,0.056765,0.222488,66.946462,0,6,20.89482666420287,1,0.025457675687860868,0.1831873657447271
000403,2014,13.652991628466498,1,1,C27,0.024659,0.615809,0.089823,0.304152,45.373464,0,4,20.900412296829412,1,0.03542589614806946,0.2059409817554725
000403,2015,13.652991628466498,1,1,C27,0.02201,0.584694,0.054361,0.145732,119.650347,0,1,20.958582326894117,1,0.03864286112025887,0.21263528451978814
000403,2016,13.710150042306449,1,1,C27,0.134262,0.560119,0.035335,0.040766,201.785836,0,4,20.941049490437575,1,0.04264784701497107,0.25878057959604095
000404,2008,12.821258284620408,0,1,C34,0.156598,0.673729,0.0326,0.099632,14.773468,1,0,21.45504959903028,1,0.03144425447009871,0.33021389166882825
000404,2009,12.821258284620408,0,1,C34,0.057226,0.688138,0.071779,0.239415,16.025635,1,1,21.71485587003137,1,0.018568776624326336,0.42252909336842814
000404,2010,12.706847933442663,0,0,C34,0.41812,0.752424,0.023557,0.057938,38.257822,1,1,22.00202240023786,1,0.019855609184672645,0.37355183388463786
000404,2011,12.89921982609012,0,1,C34,0.162645,0.776426,0.018442,0.060034,20.105062,1,0,22.162297382967054,1,0.016683648097837497,0.34242861207523617
000404,2002,12.765688433465597,0,0,C34,1.292225,0.539165,0.003264,0.176584,318.730782,1,3,21.227147806244275,1,0.017991180194447037,0.23805611375893468
000404,2003,12.765688433465597,0,0,C34,0.553209,0.598049,-0.070825,-0.149169,-8.155334,1,3,21.202316392192067,0,0.026508891196730562,0.3978531131623827
000404,2004,12.765688433465597,0,0,C34,0.460982,0.619402,0.008734,0.022787,65.273831,1,4,21.27943257918466,1,0.0190202563487269,0.3327843494864452
000404,2005,12.765688433465597,1,0,C34,0.298083,0.705534,-0.075439,-0.205642,-4.462331,1,2,21.30579459547554,0,0.027631276553394698,0.4027290229013337
000404,2006,13.304684934198283,0,0,C34,0.373193,0.735591,0.016235,0.043985,25.60838,1,1,21.456504153174333,1,0.025433884607753927,0.28324828232375976
000404,2007,12.821258284620408,0,0,C34,0.528363,0.744038,0.023263,0.120529,58.244313,1,1,21.602775314087598,1,0.02482949756023154,0.3177224680323976
000404,2012,13.604789526648622,0,1,C34,0.043495,0.763796,0.038719,0.184906,10.926444,1,1,22.277005603653446,1,0.01604747588536485,0.413790561699012
000404,2013,13.304684934198283,0,1,C34,0.197908,0.609224,0.045731,1.226822,13.566924,1,6,22.57414560412174,1,0.013454853399085443,0.3365954624172553
000404,2014,13.304684934198283,0,1,C34,0.043652,0.591573,0.044652,0.084432,15.61553,1,4,22.61102260970369,1,0.016386841237229426,0.32244464047047844
000404,2015,13.122363377404328,0,1,C34,-0.020955,0.574696,0.048857,0.099022,15.778759,1,1,22.664953166292847,1,0.01898824722436044,0.30314290387623666
000404,2016,13.541073712262515,0,1,C34,0.015888,0.598875,0.052513,0.096316,14.140289,1,4,22.815437750616233,1,0.018389135169472142,0.2567499745080033
000407,2004,13.017002861746503,0,0,C29,0.158366,0.491606,0.016666,0.000462,46.863761,0,4,20.89984941716085,1,0.021330020338995493,0.20750998841794108
000407,2005,13.017002861746503,0,0,C29,0.310747,0.551538,0.019049,0.046046,28.125234,0,2,21.070299473691247,1,0.01816245854065345,0.22174669567396169
000407,2006,13.017002861746503,0,0,C29,-0.066274,0.609884,0.027028,0.058596,31.221473,0,1,21.266623444297714,1,0.015866726512779223,0.19789970679632646
000407,2007,13.017002861746503,0,0,C29,0.214535,0.677141,0.01348,0.112841,173.123698,0,1,21.562767442074314,1,0.018738514808979336,0.4136311820423726
000407,2008,13.017002861746503,0,1,C29,0.444543,0.550517,0.135819,0.261209,6.606903,0,0,21.46395454626447,1,0.02163405081280326,0.2222463028533975
000407,2009,13.017002861746503,0,1,C29,-0.188613,0.52568,0.106251,0.212087,18.213106,0,1,21.602515004045834,1,0.021325441295649155,0.25296332164777807
000407,2010,13.017002861746503,0,0,C29,0.474382,0.5325,0.12146,0.274325,12.073522,0,1,21.85941425783725,1,0.01791084060136897,0.24191649504243187
000407,2011,13.217673557208654,0,1,C29,0.063282,0.552447,0.001993,-0.036764,398.3347,0,0,21.865561593731435,1,0.018288532313858807,0.22359378829620952
000407,2002,13.017002861746503,0,0,C29,-0.148295,0.486198,0.016846,-0.023878,76.985977,0,3,20.854519665139012,1,0.015876756036090504,0.21351517370063045
000407,2003,13.017002861746503,0,0,C29,0.029235,0.45796,0.025716,0.03488,43.72093,0,3,20.8353040327871,1,0.017872436288333796,0.22777762001678048
000407,2012,13.217673557208654,0,1,C26,-0.044598,0.585817,-0.044176,-0.062381,-30.328577,0,1,21.878636911058123,0,0.01923252804880158,0.2343941573377357
000407,2013,13.304684934198283,0,1,C26,0.021108,0.615876,0.015261,0.019682,69.687602,0,6,21.973471134817633,1,0.016770542806239942,0.230827069058759
000407,2014,13.710150042306449,0,1,C26,0.286407,0.506253,0.01384,0.510624,89.837479,0,4,22.13493639695831,1,0.011426245492612121,0.19794846999919638
000407,2015,13.710150042306449,0,1,C26,-0.126349,0.494332,0.010047,0.036337,155.121208,0,1,22.14677092572454,1,0.015509636472553755,0.15719697636190424
