,date,open,close,high,low,volume,code
135,2013-07-31,3.458,3.474,3.49,3.451,275330.0,600028
136,2013-08-01,3.49,3.514,3.53,3.474,349450.0,600028
137,2013-08-02,3.53,3.522,3.554,3.49,232299.0,600028
138,2013-08-05,3.53,3.538,3.538,3.466,334216.0,600028
139,2013-08-06,3.514,3.522,3.538,3.49,358600.0,600028
140,2013-08-07,3.514,3.482,3.53,3.466,437400.0,600028
141,2013-08-08,3.474,3.466,3.49,3.451,264164.0,600028
142,2013-08-09,3.482,3.482,3.498,3.435,345782.0,600028
143,2013-08-12,3.49,3.593,3.601,3.482,638106.0,600028
144,2013-08-13,3.593,3.601,3.617,3.562,370129.0,600028
145,2013-08-14,3.609,3.593,3.625,3.577,365871.0,600028
146,2013-08-15,3.593,3.57,3.617,3.562,263435.0,600028
147,2013-08-16,3.57,3.585,3.926,3.53,1239480.0,600028
148,2013-08-19,3.546,3.57,3.585,3.538,478095.0,600028
149,2013-08-20,3.562,3.514,3.577,3.498,503600.0,600028
150,2013-08-21,3.53,3.514,3.53,3.482,291167.0,600028
151,2013-08-22,3.498,3.49,3.522,3.474,252219.0,600028
152,2013-08-23,3.506,3.458,3.514,3.435,328842.0,600028
153,2013-08-26,3.474,3.514,3.562,3.458,493352.0,600028
154,2013-08-27,3.514,3.49,3.522,3.482,311278.0,600028
155,2013-08-28,3.49,3.522,3.538,3.49,513496.0,600028
156,2013-08-29,3.538,3.514,3.546,3.498,321669.0,600028
157,2013-08-30,3.506,3.498,3.53,3.474,557049.0,600028
158,2013-09-02,3.498,3.498,3.514,3.466,392662.0,600028
159,2013-09-03,3.498,3.53,3.538,3.49,434177.0,600028
160,2013-09-04,3.522,3.546,3.562,3.506,451470.0,600028
161,2013-09-05,3.546,3.546,3.554,3.506,349997.0,600028
162,2013-09-06,3.538,3.57,3.585,3.53,425777.0,600028
163,2013-09-09,3.57,3.657,3.696,3.57,1046700.0,600028
164,2013-09-10,3.657,3.689,3.704,3.609,931737.0,600028
165,2013-09-11,3.696,3.72,3.792,3.689,1164934.0,600028
166,2013-09-12,3.745,3.753,3.785,3.68,980581.0,600028
167,2013-09-13,3.745,3.704,3.761,3.672,548881.0,600028
168,2013-09-16,3.704,3.704,3.72,3.68,352675.0,600028
169,2013-09-17,3.696,3.615,3.704,3.607,442108.0,600028
170,2013-09-18,3.623,3.607,3.656,3.591,383666.0,600028
171,2013-09-23,3.623,3.631,3.648,3.607,318695.0,600028
172,2013-09-24,3.648,3.631,3.68,3.615,428925.0,600028
173,2013-09-25,3.623,3.599,3.631,3.599,423095.0,600028
174,2013-09-26,3.599,3.567,3.623,3.559,391422.0,600028
175,2013-09-27,3.567,3.591,3.599,3.559,294758.0,600028
176,2013-09-30,3.583,3.591,3.599,3.567,203224.0,600028
177,2013-10-08,3.567,3.615,3.623,3.567,312433.0,600028
178,2013-10-09,3.607,3.631,3.631,3.591,224527.0,600028
179,2013-10-10,3.631,3.591,3.631,3.567,317976.0,600028
180,2013-10-11,3.599,3.615,3.648,3.591,379662.0,600028
181,2013-10-14,3.615,3.599,3.623,3.583,374945.0,600028
182,2013-10-15,3.599,3.575,3.607,3.567,368008.0,600028
183,2013-10-16,3.575,3.542,3.583,3.534,352720.0,600028
184,2013-10-17,3.55,3.542,3.567,3.526,280388.0,600028
185,2013-10-18,3.542,3.534,3.55,3.526,200406.0,600028
186,2013-10-21,3.534,3.559,3.575,3.534,275223.0,600028
187,2013-10-22,3.559,3.55,3.567,3.542,186610.0,600028
188,2013-10-23,3.55,3.526,3.583,3.526,244170.0,600028
189,2013-10-24,3.526,3.494,3.542,3.486,364040.0,600028
190,2013-10-25,3.494,3.453,3.502,3.437,325901.0,600028
191,2013-10-28,3.461,3.461,3.478,3.429,213759.0,600028
192,2013-10-29,3.461,3.51,3.559,3.453,697165.0,600028
193,2013-10-30,3.534,3.631,3.639,3.518,1068798.0,600028
194,2013-10-31,3.648,3.648,3.688,3.599,705385.0,600028
195,2013-11-01,3.631,3.664,3.688,3.615,536058.0,600028
196,2013-11-04,3.672,3.656,3.68,3.639,309705.0,600028
197,2013-11-05,3.656,3.736,3.777,3.631,1193840.0,600028
198,2013-11-06,3.801,3.817,3.914,3.745,1878067.0,600028
199,2013-11-07,3.809,3.874,3.874,3.761,1007856.0,600028
200,2013-11-08,3.825,3.866,3.874,3.769,787345.0,600028
201,2013-11-11,3.842,3.858,3.866,3.793,554489.0,600028
202,2013-11-12,3.834,3.85,3.866,3.825,473260.0,600028
203,2013-11-13,3.817,3.785,3.825,3.736,840405.0,600028
204,2013-11-14,3.777,3.753,3.785,3.728,395009.0,600028
205,2013-11-15,3.736,3.85,3.866,3.728,1012408.0,600028
206,2013-11-18,3.866,3.995,4.003,3.842,1086635.0,600028
207,2013-11-19,3.979,4.003,4.125,3.979,944233.0,600028
208,2013-11-20,4.052,3.987,4.076,3.939,549987.0,600028
209,2013-11-21,3.971,4.06,4.084,3.89,816215.0,600028
210,2013-11-22,4.052,4.084,4.117,3.987,1179650.0,600028
211,2013-11-25,3.922,3.922,4.011,3.898,1603097.0,600028
212,2013-11-26,3.882,3.817,3.906,3.793,1072891.0,600028
213,2013-11-27,3.817,3.817,3.842,3.769,889360.0,600028
214,2013-11-28,3.825,3.882,3.922,3.801,999066.0,600028
215,2013-11-29,3.882,3.866,3.882,3.842,414491.0,600028
216,2013-12-02,3.858,4.052,4.068,3.801,1906155.0,600028
217,2013-12-03,4.003,3.987,4.036,3.963,951919.0,600028
218,2013-12-04,3.979,3.995,4.028,3.971,669623.0,600028
219,2013-12-05,3.987,3.987,4.003,3.971,406180.0,600028
220,2013-12-06,3.979,3.979,3.987,3.922,389897.0,600028
221,2013-12-09,3.979,4.003,4.06,3.955,627692.0,600028
222,2013-12-10,3.995,3.922,4.011,3.906,606469.0,600028
223,2013-12-11,3.914,3.834,3.914,3.777,780919.0,600028
224,2013-12-12,3.809,3.89,3.939,3.801,606136.0,600028
225,2013-12-13,3.842,3.842,3.906,3.825,394029.0,600028
226,2013-12-16,3.842,3.801,3.866,3.785,339524.0,600028
227,2013-12-17,3.793,3.793,3.825,3.785,286359.0,600028
228,2013-12-18,3.793,3.777,3.817,3.761,287143.0,600028
229,2013-12-19,3.785,3.728,3.817,3.72,359770.0,600028
230,2013-12-20,3.736,3.68,3.761,3.648,532718.0,600028
231,2013-12-23,3.68,3.728,3.769,3.639,291343.0,600028
232,2013-12-24,3.736,3.696,3.753,3.656,319699.0,600028
233,2013-12-25,3.696,3.704,3.728,3.672,226121.0,600028
234,2013-12-26,3.712,3.623,3.712,3.575,691552.0,600028
235,2013-12-27,3.623,3.623,3.656,3.567,375253.0,600028
236,2013-12-30,3.639,3.583,3.648,3.575,360036.0,600028
237,2013-12-31,3.567,3.623,3.639,3.567,428442.0,600028
238,2014-01-02,3.607,3.607,3.631,3.591,347166.0,600028
239,2014-01-03,3.583,3.542,3.591,3.518,381229.0,600028
240,2014-01-06,3.526,3.623,3.631,3.478,654104.0,600028
241,2014-01-07,3.583,3.559,3.599,3.55,445287.0,600028
242,2014-01-08,3.567,3.55,3.607,3.526,343889.0,600028
243,2014-01-09,3.559,3.559,3.591,3.526,236321.0,600028
244,2014-01-10,3.55,3.575,3.599,3.55,275519.0,600028
245,2014-01-13,3.583,3.623,3.631,3.55,440620.0,600028
246,2014-01-14,3.607,3.712,3.72,3.599,708437.0,600028
247,2014-01-15,3.704,3.761,3.769,3.672,466155.0,600028
248,2014-01-16,3.753,3.736,3.761,3.72,211529.0,600028
249,2014-01-17,3.728,3.769,3.785,3.712,490375.0,600028
250,2014-01-20,3.769,3.736,3.769,3.639,295325.0,600028
251,2014-01-21,3.704,3.728,3.761,3.688,202386.0,600028
252,2014-01-22,3.72,3.761,3.769,3.712,371431.0,600028
253,2014-01-23,3.728,3.704,3.736,3.672,376855.0,600028
254,2014-01-24,3.696,3.72,3.728,3.68,285799.0,600028
255,2014-01-27,3.696,3.656,3.696,3.631,334446.0,600028
256,2014-01-28,3.672,3.631,3.688,3.623,239670.0,600028
257,2014-01-29,3.631,3.631,3.656,3.615,295831.0,600028
258,2014-01-30,3.631,3.607,3.639,3.599,140313.0,600028
259,2014-02-07,3.591,3.615,3.623,3.559,169706.0,600028
260,2014-02-10,3.615,3.656,3.656,3.607,471802.0,600028
261,2014-02-11,3.648,3.672,3.696,3.623,539334.0,600028
262,2014-02-12,3.672,3.656,3.704,3.639,341190.0,600028
263,2014-02-13,3.664,3.639,3.672,3.639,284345.0,600028
264,2014-02-14,3.639,3.664,3.672,3.631,198659.0,600028
265,2014-02-17,3.672,3.696,3.704,3.648,531589.0,600028
266,2014-02-18,3.688,3.664,3.712,3.648,552713.0,600028
267,2014-02-19,3.656,3.801,3.922,3.639,1473698.0,600028
268,2014-02-20,4.084,4.181,4.181,4.084,1852425.0,600028
269,2014-02-21,4.125,4.052,4.165,3.882,2565157.0,600028
270,2014-02-24,3.971,3.898,4.02,3.793,1283739.0,600028
271,2014-02-25,3.882,3.955,4.06,3.834,1254417.0,600028
272,2014-02-26,4.02,4.1,4.108,3.979,1226610.0,600028
273,2014-02-27,4.133,4.375,4.513,4.036,3529959.0,600028
274,2014-02-28,4.286,4.343,4.424,4.254,1753521.0,600028
275,2014-03-03,4.319,4.351,4.481,4.295,2166350.0,600028
276,2014-03-04,4.351,4.311,4.424,4.238,1122072.0,600028
277,2014-03-05,4.303,4.125,4.311,4.117,1243870.0,600028
278,2014-03-06,4.141,4.222,4.286,4.06,1141132.0,600028
279,2014-03-07,4.254,4.327,4.505,4.238,2015321.0,600028
280,2014-03-10,4.286,4.206,4.327,4.165,1154629.0,600028
281,2014-03-11,4.189,4.222,4.27,4.157,652681.0,600028
282,2014-03-12,4.173,4.02,4.197,3.898,1380489.0,600028
283,2014-03-13,4.02,4.028,4.092,3.987,740868.0,600028
284,2014-03-14,3.995,4.02,4.092,3.971,505734.0,600028
285,2014-03-17,4.125,4.1,4.157,4.036,576229.0,600028
286,2014-03-18,4.1,4.06,4.125,4.044,455063.0,600028
287,2014-03-19,4.06,4.084,4.117,4.044,463679.0,600028
288,2014-03-20,4.076,4.1,4.197,4.044,881024.0,600028
289,2014-03-21,4.06,4.238,4.27,4.052,1148385.0,600028
290,2014-03-24,4.197,4.222,4.238,4.125,854682.0,600028
291,2014-03-25,4.254,4.181,4.286,4.149,653299.0,600028
292,2014-03-26,4.206,4.165,4.206,4.117,444456.0,600028
293,2014-03-27,4.133,4.076,4.157,4.068,541189.0,600028
294,2014-03-28,4.1,4.06,4.108,4.036,602170.0,600028
295,2014-03-31,4.068,4.068,4.117,4.044,507771.0,600028
296,2014-04-01,4.068,4.076,4.084,4.044,362433.0,600028
297,2014-04-02,4.1,4.117,4.141,4.076,503753.0,600028
298,2014-04-03,4.117,4.1,4.141,4.028,964437.0,600028
299,2014-04-04,4.052,4.076,4.076,4.036,450962.0,600028
300,2014-04-08,4.06,4.157,4.246,4.06,1795214.0,600028
301,2014-04-09,4.173,4.295,4.319,4.157,1395053.0,600028
302,2014-04-10,4.311,4.335,4.383,4.262,1204295.0,600028
303,2014-04-11,4.335,4.303,4.424,4.278,913031.0,600028
304,2014-04-14,4.303,4.4,4.4,4.27,793945.0,600028
305,2014-04-15,4.375,4.278,4.4,4.27,765485.0,600028
306,2014-04-16,4.27,4.254,4.319,4.206,529378.0,600028
307,2014-04-17,4.238,4.238,4.27,4.206,518149.0,600028
308,2014-04-18,4.23,4.23,4.246,4.173,386875.0,600028
309,2014-04-21,4.197,4.149,4.27,4.149,434740.0,600028
310,2014-04-22,4.133,4.23,4.254,4.125,777287.0,600028
311,2014-04-23,4.214,4.23,4.295,4.197,470694.0,600028
312,2014-04-24,4.206,4.197,4.246,4.181,238455.0,600028
313,2014-04-25,4.222,4.1,4.23,4.076,575644.0,600028
314,2014-04-28,4.117,4.1,4.157,4.044,492083.0,600028
315,2014-04-29,4.076,4.06,4.076,3.987,707040.0,600028
316,2014-04-30,4.044,4.06,4.108,4.028,356942.0,600028
317,2014-05-05,4.052,4.076,4.1,4.003,420377.0,600028
318,2014-05-06,4.068,4.068,4.084,4.044,215500.0,600028
319,2014-05-07,4.052,3.995,4.06,3.987,437617.0,600028
320,2014-05-08,3.987,4.011,4.06,3.971,385915.0,600028
321,2014-05-09,4.02,4.011,4.036,3.995,295359.0,600028
322,2014-05-12,4.036,4.1,4.117,4.011,593915.0,600028
323,2014-05-13,4.108,4.125,4.197,4.092,651107.0,600028
324,2014-05-14,4.092,4.149,4.173,4.092,335176.0,600028
325,2014-05-15,4.141,4.068,4.141,4.068,252305.0,600028
326,2014-05-16,4.068,4.068,4.092,4.052,222415.0,600028
327,2014-05-19,4.068,4.036,4.076,3.971,456717.0,600028
328,2014-05-20,4.036,4.044,4.076,4.028,232811.0,600028
329,2014-05-21,4.044,4.133,4.133,4.036,460177.0,600028
330,2014-05-22,4.125,4.117,4.157,4.092,317610.0,600028
331,2014-05-23,4.108,4.133,4.133,4.092,158996.0,600028
332,2014-05-26,4.149,4.1,4.149,4.084,233881.0,600028
333,2014-05-27,4.1,4.076,4.117,4.068,277060.0,600028
334,2014-05-28,4.076,4.1,4.117,4.06,290765.0,600028
335,2014-05-29,4.108,4.133,4.149,4.1,458413.0,600028
336,2014-05-30,4.141,4.125,4.157,4.1,339168.0,600028
337,2014-06-03,4.158,4.2,4.25,4.133,423627.0,600028
338,2014-06-04,4.2,4.2,4.2,4.158,262826.0,600028
339,2014-06-05,4.175,4.191,4.2,4.15,233105.0,600028
340,2014-06-06,4.2,4.191,4.2,4.166,208643.0,600028
341,2014-06-09,4.166,4.183,4.225,4.158,157000.0,600028
342,2014-06-10,4.191,4.258,4.283,4.158,627438.0,600028
343,2014-06-11,4.233,4.266,4.283,4.225,297977.0,600028
344,2014-06-12,4.266,4.233,4.266,4.208,255864.0,600028
345,2014-06-13,4.233,4.275,4.283,4.233,359049.0,600028
346,2014-06-16,4.275,4.341,4.341,4.275,746300.0,600028
347,2014-06-17,4.333,4.316,4.333,4.3,310672.0,600028
348,2014-06-18,4.308,4.266,4.316,4.258,308732.0,600028
349,2014-06-19,4.266,4.233,4.291,4.2,374448.0,600028
350,2014-06-20,4.225,4.241,4.258,4.183,277931.0,600028
351,2014-06-23,4.25,4.216,4.275,4.208,268695.0,600028
352,2014-06-24,4.216,4.225,4.25,4.208,202035.0,600028
353,2014-06-25,4.216,4.316,4.341,4.216,745094.0,600028
354,2014-06-26,4.308,4.341,4.383,4.291,626951.0,600028
355,2014-06-27,4.341,4.366,4.383,4.3,610182.0,600028
356,2014-06-30,4.383,4.391,4.416,4.316,594945.0,600028
357,2014-07-01,4.35,4.25,4.35,4.225,1151263.0,600028
358,2014-07-02,4.258,4.258,4.266,4.233,457462.0,600028
359,2014-07-03,4.25,4.241,4.25,4.208,517965.0,600028
360,2014-07-04,4.233,4.216,4.25,4.183,690929.0,600028
361,2014-07-07,4.208,4.2,4.233,4.175,611359.0,600028
362,2014-07-08,4.191,4.208,4.216,4.175,579074.0,600028
363,2014-07-09,4.2,4.15,4.2,4.15,541496.0,600028
364,2014-07-10,4.15,4.133,4.166,4.133,356777.0,600028
365,2014-07-11,4.141,4.166,4.175,4.125,313474.0,600028
366,2014-07-14,4.166,4.191,4.2,4.125,418819.0,600028
367,2014-07-15,4.191,4.175,4.2,4.166,348700.0,600028
368,2014-07-16,4.175,4.166,4.183,4.158,454663.0,600028
369,2014-07-17,4.166,4.15,4.166,4.125,445757.0,600028
370,2014-07-18,4.141,4.141,4.15,4.125,452835.0,600028
371,2014-07-21,4.133,4.075,4.141,4.075,650984.0,600028
372,2014-07-22,4.075,4.158,4.166,4.075,871485.0,600028
373,2014-07-23,4.15,4.183,4.2,4.141,766496.0,600028
374,2014-07-24,4.191,4.233,4.25,4.191,852191.0,600028
375,2014-07-25,4.233,4.258,4.266,4.216,650935.0,600028
376,2014-07-28,4.275,4.341,4.358,4.258,1349573.0,600028
377,2014-07-29,4.325,4.308,4.366,4.308,889208.0,600028
378,2014-07-30,4.333,4.358,4.458,4.333,1795718.0,600028
379,2014-07-31,4.333,4.35,4.358,4.291,731442.0,600028
380,2014-08-01,4.316,4.308,4.366,4.3,684146.0,600028
381,2014-08-04,4.308,4.408,4.416,4.3,1042505.0,600028
382,2014-08-05,4.4,4.366,4.416,4.341,590104.0,600028
383,2014-08-06,4.35,4.35,4.358,4.316,545310.0,600028
384,2014-08-07,4.35,4.291,4.358,4.258,754019.0,600028
385,2014-08-08,4.3,4.366,4.366,4.283,817820.0,600028
386,2014-08-11,4.366,4.408,4.433,4.35,938336.0,600028
387,2014-08-12,4.425,4.408,4.45,4.383,581246.0,600028
388,2014-08-13,4.425,4.4,4.441,4.366,636507.0,600028
389,2014-08-14,4.4,4.35,4.4,4.35,480261.0,600028
390,2014-08-15,4.358,4.391,4.408,4.341,432678.0,600028
391,2014-08-18,4.383,4.391,4.441,4.383,675882.0,600028
392,2014-08-19,4.408,4.508,4.533,4.35,1909642.0,600028
393,2014-08-20,4.458,4.466,4.516,4.433,1259095.0,600028
394,2014-08-21,4.466,4.433,4.466,4.391,667736.0,600028
395,2014-08-22,4.433,4.416,4.433,4.391,684664.0,600028
396,2014-08-25,4.425,4.525,4.558,4.425,2149623.0,600028
397,2014-08-26,4.525,4.525,4.6,4.491,1068698.0,600028
398,2014-08-27,4.583,4.533,4.583,4.483,683423.0,600028
399,2014-08-28,4.533,4.6,4.7,4.525,1068602.0,600028
400,2014-08-29,4.608,4.608,4.65,4.575,525026.0,600028
401,2014-09-01,4.6,4.625,4.658,4.583,547031.0,600028
402,2014-09-02,4.625,4.641,4.65,4.575,707659.0,600028
403,2014-09-03,4.65,4.741,4.766,4.625,1091356.0,600028
404,2014-09-04,4.741,4.741,4.766,4.691,908697.0,600028
405,2014-09-05,4.75,4.783,4.8,4.725,962805.0,600028
406,2014-09-09,4.783,4.75,4.791,4.725,618805.0,600028
407,2014-09-10,4.725,4.691,4.741,4.633,909809.0,600028
408,2014-09-11,4.675,4.666,4.733,4.65,732557.0,600028
409,2014-09-12,4.666,4.7,4.716,4.591,738769.0,600028
410,2014-09-15,4.775,4.666,4.783,4.625,2764453.0,600028
411,2014-09-16,4.641,4.541,4.641,4.525,1851645.0,600028
412,2014-09-17,4.541,4.525,4.541,4.483,896228.0,600028
413,2014-09-18,4.508,4.516,4.55,4.483,811512.0,600028
414,2014-09-19,4.525,4.533,4.533,4.483,653075.0,600028
415,2014-09-22,4.516,4.441,4.516,4.408,1187758.0,600028
416,2014-09-23,4.425,4.45,4.458,4.391,737942.0,600028
417,2014-09-24,4.458,4.509,4.518,4.424,921102.0,600028
418,2014-09-25,4.518,4.518,4.551,4.509,973833.0,600028
419,2014-09-26,4.509,4.501,4.518,4.475,520454.0,600028
420,2014-09-29,4.501,4.501,4.535,4.475,804113.0,600028
421,2014-09-30,4.509,4.492,4.509,4.467,799932.0,600028
422,2014-10-08,4.501,4.484,4.509,4.424,1058675.0,600028
423,2014-10-09,4.484,4.501,4.526,4.467,1085299.0,600028
424,2014-10-10,4.484,4.467,4.509,4.458,755116.0,600028
425,2014-10-13,4.45,4.399,4.458,4.374,1064903.0,600028
426,2014-10-14,4.407,4.407,4.441,4.39,585895.0,600028
427,2014-10-15,4.399,4.407,4.416,4.374,678142.0,600028
428,2014-10-16,4.382,4.399,4.441,4.374,788692.0,600028
429,2014-10-17,4.399,4.365,4.399,4.34,791559.0,600028
430,2014-10-20,4.365,4.374,4.382,4.357,487101.0,600028
431,2014-10-21,4.374,4.34,4.382,4.331,521840.0,600028
432,2014-10-22,4.348,4.34,4.365,4.331,504815.0,600028
433,2014-10-23,4.331,4.297,4.34,4.28,687284.0,600028
434,2014-10-24,4.297,4.28,4.314,4.272,399925.0,600028
435,2014-10-27,4.272,4.255,4.272,4.229,560859.0,600028
436,2014-10-28,4.255,4.314,4.314,4.246,670677.0,600028
437,2014-10-29,4.314,4.365,4.374,4.289,935210.0,600028
438,2014-10-30,4.348,4.39,4.424,4.331,1365339.0,600028
439,2014-10-31,4.382,4.467,4.484,4.374,2060477.0,600028
440,2014-11-03,4.467,4.45,4.467,4.433,1177365.0,600028
441,2014-11-04,4.424,4.424,4.45,4.39,1107530.0,600028
442,2014-11-05,4.424,4.382,4.433,4.374,883704.0,600028
443,2014-11-06,4.39,4.374,4.407,4.365,745262.0,600028
444,2014-11-07,4.374,4.374,4.416,4.34,1105407.0,600028
445,2014-11-10,4.382,4.458,4.458,4.357,1627563.0,600028
446,2014-11-11,4.458,4.518,4.602,4.441,3547915.0,600028
447,2014-11-12,4.475,4.484,4.492,4.433,1521837.0,600028
448,2014-11-13,4.484,4.501,4.543,4.467,1724829.0,600028
449,2014-11-14,4.492,4.441,4.492,4.416,1113630.0,600028
450,2014-11-17,4.45,4.407,4.467,4.399,971323.0,600028
451,2014-11-18,4.39,4.331,4.399,4.314,1130392.0,600028
452,2014-11-19,4.314,4.306,4.331,4.289,728004.0,600028
453,2014-11-20,4.297,4.314,4.323,4.289,551896.0,600028
454,2014-11-21,4.323,4.34,4.34,4.289,864864.0,600028
455,2014-11-24,4.365,4.382,4.407,4.34,1529596.0,600028
456,2014-11-25,4.374,4.399,4.407,4.348,1419939.0,600028
457,2014-11-26,4.382,4.467,4.475,4.374,2711220.0,600028
458,2014-11-27,4.484,4.475,4.518,4.424,2151907.0,600028
459,2014-11-28,4.433,4.568,4.594,4.416,4444204.0,600028
460,2014-12-01,4.585,4.585,4.721,4.551,4548349.0,600028
461,2014-12-02,4.585,4.772,4.789,4.526,5027651.0,600028
462,2014-12-03,4.823,4.814,5.009,4.696,5861570.0,600028
463,2014-12-04,4.831,5.297,5.297,4.729,8482078.0,600028
464,2014-12-05,5.272,5.56,5.747,5.085,14712204.0,600028
465,2014-12-08,5.34,5.45,5.577,5.213,11553718.0,600028
466,2014-12-09,5.323,5.001,5.492,4.907,12313889.0,600028
467,2014-12-10,4.958,4.984,5.043,4.797,5649937.0,600028
468,2014-12-11,4.907,4.882,4.933,4.814,4619443.0,600028
469,2014-12-12,4.874,4.882,4.95,4.848,3585465.0,600028
470,2014-12-15,4.874,4.874,4.882,4.789,3089602.0,600028
471,2014-12-16,4.857,5.001,5.001,4.831,5228740.0,600028
472,2014-12-17,5.009,5.094,5.145,4.933,6297540.0,600028
473,2014-12-18,5.128,5.069,5.196,5.035,4852573.0,600028
474,2014-12-19,5.035,5.272,5.365,4.958,7201917.0,600028
475,2014-12-22,5.323,5.382,5.645,5.297,10334227.0,600028
476,2014-12-23,5.314,5.111,5.348,5.094,4932332.0,600028
477,2014-12-24,5.136,4.967,5.17,4.916,4470068.0,600028
478,2014-12-25,4.984,5.085,5.094,4.95,3906649.0,600028
479,2014-12-26,5.085,5.23,5.247,5.043,5150901.0,600028
480,2014-12-29,5.408,5.297,5.509,5.247,7346132.0,600028
481,2014-12-30,5.289,5.306,5.382,5.213,4273919.0,600028
482,2014-12-31,5.331,5.501,5.518,5.272,6960076.0,600028
483,2015-01-05,5.586,6.052,6.052,5.467,11864996.0,600028
